label,n_groups,spearman_rho,p_spearman,pearson_r,p_pearson
MMD_sd_vae_L11_g1.0e-04,96,0.07574606619641888,0.4632598467058297,0.09962425794023093,0.33417782634653387
MMD_dinov2_vitb14_L11_g1.0e-06,96,-0.13651654910472055,0.1847468036174453,-0.1737184323912267,0.09051533952492688
MMD_dc_ae_L9_g5.0e-06,96,-0.13197232772653283,0.1999355138904569,-0.11864707862803545,0.2495910963233313
CMMD_CLIP-ViT-L14,96,0.2503526858383071,0.013888870248341588,0.1199294715703059,0.24447363441351036
