label,group_idx,mos_mean,mos_min,mos_max,mmd_score
MMD_sd_vae_L11_g1.0e-04,1,14.553505552454547,10.383351573636363,16.977602550909094,7.595849638164509e-06
MMD_sd_vae_L11_g1.0e-04,2,19.360372025863636,17.128398308636363,22.207954510454545,1.526916094007902e-05
MMD_sd_vae_L11_g1.0e-04,3,23.846620719954547,22.336504287727273,25.272293834545454,4.2762076191138476e-07
MMD_sd_vae_L11_g1.0e-04,4,26.92193375040909,25.739496508636364,28.008295531363636,9.165529263555072e-06
MMD_sd_vae_L11_g1.0e-04,5,30.252080602818182,28.427649107272728,32.10326235227273,6.01023857598193e-05
MMD_sd_vae_L11_g1.0e-04,6,34.87695375227273,32.57260997909091,37.183868766818186,8.935362711781636e-05
MMD_sd_vae_L11_g1.0e-04,7,39.63405957927273,37.586910895,41.450596035,1.0977913007081952e-05
MMD_sd_vae_L11_g1.0e-04,8,42.98340429963637,41.606778884545456,44.68483293727273,4.668159817811102e-06
MMD_sd_vae_L11_g1.0e-04,9,45.73836658681818,45.014271393181815,46.55172569545454,1.4701277905260213e-05
MMD_sd_vae_L11_g1.0e-04,10,47.33629560722728,46.63784059272727,47.997159330454544,8.511100895702839e-05
MMD_sd_vae_L11_g1.0e-04,11,49.81542924486364,48.745656067727275,50.44004938636363,7.096435638231924e-06
MMD_sd_vae_L11_g1.0e-04,12,51.226654934500004,50.53053583909091,51.78909724363636,8.246048309956677e-06
MMD_sd_vae_L11_g1.0e-04,13,52.386195941,51.85205774272727,53.02329102272727,7.300522156583611e-06
MMD_sd_vae_L11_g1.0e-04,14,54.05511210413637,53.11169118954546,54.72388539863636,8.893225640349556e-06
MMD_sd_vae_L11_g1.0e-04,15,55.961553449545455,55.23867115454546,56.4284854,7.7904733188916e-06
MMD_sd_vae_L11_g1.0e-04,16,56.85560878163635,56.43083487727272,57.06027285454545,7.323051249841228e-06
MMD_sd_vae_L11_g1.0e-04,17,57.782212591136364,57.08577673045454,58.48494007,8.633604920760263e-06
MMD_sd_vae_L11_g1.0e-04,18,59.22187357759092,58.90741873181818,59.61907620909091,7.652173735550605e-06
MMD_sd_vae_L11_g1.0e-04,19,60.42161716859091,59.64024705,61.257236485,8.267961675301194e-06
MMD_sd_vae_L11_g1.0e-04,20,61.6854306735,61.38288141818182,62.140166177272725,8.801812327874359e-06
MMD_sd_vae_L11_g1.0e-04,21,62.63153999245454,62.30800517363637,63.033077886363635,5.2091709221713245e-06
MMD_sd_vae_L11_g1.0e-04,22,63.55944764663635,63.2958711590909,63.89873966363636,6.359480175888166e-05
MMD_sd_vae_L11_g1.0e-04,23,64.1012324211818,63.92419218818182,64.32671434181817,8.148826054821257e-06
MMD_sd_vae_L11_g1.0e-04,24,64.87057789763637,64.40631527727272,65.15700578272727,1.0086575457535218e-05
MMD_sd_vae_L11_g1.0e-04,25,65.8385602874091,65.26560826818182,66.41367993636364,1.2196483112347778e-05
MMD_sd_vae_L11_g1.0e-04,26,66.8618472905,66.49486482500001,67.33497136227273,2.252106241940055e-06
MMD_sd_vae_L11_g1.0e-04,27,67.93400524663636,67.50431248636363,68.23565684545454,8.365199391846545e-06
MMD_sd_vae_L11_g1.0e-04,28,68.50420437004546,68.26595938409092,69.04567613727274,8.139644705806859e-06
MMD_sd_vae_L11_g1.0e-04,29,69.16150551763636,69.05974111818182,69.35791935818182,1.0059299711429048e-05
MMD_sd_vae_L11_g1.0e-04,30,69.98697203659091,69.61843814545455,70.20511073181818,1.1189203178219032e-05
MMD_sd_vae_L11_g1.0e-04,31,70.63302704600001,70.32331571818182,70.86294127272727,8.828848876873963e-06
MMD_sd_vae_L11_g1.0e-04,32,71.14104402299999,70.88488886772727,71.36296618181818,8.905225513444748e-06
MMD_sd_vae_L11_g1.0e-04,33,72.04454290645455,71.46931471818182,72.3529890590909,4.894742596661672e-05
MMD_sd_vae_L11_g1.0e-04,34,72.84323620163636,72.35690482818183,73.33471177272727,1.7002228560158983e-05
MMD_sd_vae_L11_g1.0e-04,35,73.49548221227273,73.33981687045456,73.76844457272728,9.879505341814365e-06
MMD_sd_vae_L11_g1.0e-04,36,74.07150244599998,73.80118299272728,74.38583995454546,8.260419235739391e-06
MMD_sd_vae_L11_g1.0e-04,37,74.89673265136364,74.46433656818182,75.14242499545455,5.274491741147358e-06
MMD_sd_vae_L11_g1.0e-04,38,75.34203457304545,75.14524949545454,75.54217925454545,8.821826668281574e-06
MMD_sd_vae_L11_g1.0e-04,39,75.8621203195,75.65154605454546,76.16321556363636,9.14652173378272e-06
MMD_sd_vae_L11_g1.0e-04,40,76.36246159640909,76.19598609272727,76.5471795409091,8.438147233391646e-06
MMD_sd_vae_L11_g1.0e-04,41,76.79642168131818,76.59774437272728,77.11547369545454,9.864156709227245e-06
MMD_sd_vae_L11_g1.0e-04,42,77.53334450631817,77.14402031818182,77.9733424409091,5.690028501703637e-06
MMD_sd_vae_L11_g1.0e-04,43,78.37640649245455,78.0566007590909,78.5853263609091,5.286808118398767e-06
MMD_sd_vae_L11_g1.0e-04,44,79.1853701816818,78.61859467727272,79.62850745318183,9.557353223499376e-06
MMD_sd_vae_L11_g1.0e-04,45,80.11290211954545,79.6499864090909,80.56802326363636,8.661719220981468e-06
MMD_sd_vae_L11_g1.0e-04,46,81.22533668181819,80.69563893636364,81.66778405000001,0.00015483456081710756
MMD_sd_vae_L11_g1.0e-04,47,82.894620405,82.0783984909091,83.45792123636365,7.525682121922728e-06
MMD_sd_vae_L11_g1.0e-04,48,85.67650163177272,84.18152392727274,87.81027129545454,7.118289795471355e-05
MMD_sd_vae_L11_g2.8e-05,1,14.553505552454547,10.383351573636363,16.977602550909094,0.008011393249034882
MMD_sd_vae_L11_g2.8e-05,2,19.360372025863636,17.128398308636363,22.207954510454545,0.01229101698845625
MMD_sd_vae_L11_g2.8e-05,3,23.846620719954547,22.336504287727273,25.272293834545454,0.004988275468349457
MMD_sd_vae_L11_g2.8e-05,4,26.92193375040909,25.739496508636364,28.008295531363636,0.006619592197239399
MMD_sd_vae_L11_g2.8e-05,5,30.252080602818182,28.427649107272728,32.10326235227273,0.01944020763039589
MMD_sd_vae_L11_g2.8e-05,6,34.87695375227273,32.57260997909091,37.183868766818186,0.013547318056225777
MMD_sd_vae_L11_g2.8e-05,7,39.63405957927273,37.586910895,41.450596035,0.009858135133981705
MMD_sd_vae_L11_g2.8e-05,8,42.98340429963637,41.606778884545456,44.68483293727273,0.006555860862135887
MMD_sd_vae_L11_g2.8e-05,9,45.73836658681818,45.014271393181815,46.55172569545454,0.0026018768548965454
MMD_sd_vae_L11_g2.8e-05,10,47.33629560722728,46.63784059272727,47.997159330454544,0.015133721753954887
MMD_sd_vae_L11_g2.8e-05,11,49.81542924486364,48.745656067727275,50.44004938636363,0.005012950859963894
MMD_sd_vae_L11_g2.8e-05,12,51.226654934500004,50.53053583909091,51.78909724363636,0.0043164147064089775
MMD_sd_vae_L11_g2.8e-05,13,52.386195941,51.85205774272727,53.02329102272727,0.004395882599055767
MMD_sd_vae_L11_g2.8e-05,14,54.05511210413637,53.11169118954546,54.72388539863636,0.0059699807316064835
MMD_sd_vae_L11_g2.8e-05,15,55.961553449545455,55.23867115454546,56.4284854,0.004521701484918594
MMD_sd_vae_L11_g2.8e-05,16,56.85560878163635,56.43083487727272,57.06027285454545,0.006154455244541168
MMD_sd_vae_L11_g2.8e-05,17,57.782212591136364,57.08577673045454,58.48494007,0.004594350233674049
MMD_sd_vae_L11_g2.8e-05,18,59.22187357759092,58.90741873181818,59.61907620909091,0.0045374417677521706
MMD_sd_vae_L11_g2.8e-05,19,60.42161716859091,59.64024705,61.257236485,0.004765279591083527
MMD_sd_vae_L11_g2.8e-05,20,61.6854306735,61.38288141818182,62.140166177272725,0.0030323979444801807
MMD_sd_vae_L11_g2.8e-05,21,62.63153999245454,62.30800517363637,63.033077886363635,0.002458924427628517
MMD_sd_vae_L11_g2.8e-05,22,63.55944764663635,63.2958711590909,63.89873966363636,0.011089888401329517
MMD_sd_vae_L11_g2.8e-05,23,64.1012324211818,63.92419218818182,64.32671434181817,0.0040567792020738125
MMD_sd_vae_L11_g2.8e-05,24,64.87057789763637,64.40631527727272,65.15700578272727,0.007417975924909115
MMD_sd_vae_L11_g2.8e-05,25,65.8385602874091,65.26560826818182,66.41367993636364,0.00786375068128109
MMD_sd_vae_L11_g2.8e-05,26,66.8618472905,66.49486482500001,67.33497136227273,0.0015272349119186401
MMD_sd_vae_L11_g2.8e-05,27,67.93400524663636,67.50431248636363,68.23565684545454,0.0038226479664444923
MMD_sd_vae_L11_g2.8e-05,28,68.50420437004546,68.26595938409092,69.04567613727274,0.003947945311665535
MMD_sd_vae_L11_g2.8e-05,29,69.16150551763636,69.05974111818182,69.35791935818182,0.00819226074963808
MMD_sd_vae_L11_g2.8e-05,30,69.98697203659091,69.61843814545455,70.20511073181818,0.007245674263685942
MMD_sd_vae_L11_g2.8e-05,31,70.63302704600001,70.32331571818182,70.86294127272727,0.004641130566596985
MMD_sd_vae_L11_g2.8e-05,32,71.14104402299999,70.88488886772727,71.36296618181818,0.0037422822788357735
MMD_sd_vae_L11_g2.8e-05,33,72.04454290645455,71.46931471818182,72.3529890590909,0.0036423541605472565
MMD_sd_vae_L11_g2.8e-05,34,72.84323620163636,72.35690482818183,73.33471177272727,0.006692774593830109
MMD_sd_vae_L11_g2.8e-05,35,73.49548221227273,73.33981687045456,73.76844457272728,0.004632384516298771
MMD_sd_vae_L11_g2.8e-05,36,74.07150244599998,73.80118299272728,74.38583995454546,0.00473701162263751
MMD_sd_vae_L11_g2.8e-05,37,74.89673265136364,74.46433656818182,75.14242499545455,0.0013247421011328697
MMD_sd_vae_L11_g2.8e-05,38,75.34203457304545,75.14524949545454,75.54217925454545,0.004999294877052307
MMD_sd_vae_L11_g2.8e-05,39,75.8621203195,75.65154605454546,76.16321556363636,0.0029839444905519485
MMD_sd_vae_L11_g2.8e-05,40,76.36246159640909,76.19598609272727,76.5471795409091,0.003945262636989355
MMD_sd_vae_L11_g2.8e-05,41,76.79642168131818,76.59774437272728,77.11547369545454,0.005090747959911823
MMD_sd_vae_L11_g2.8e-05,42,77.53334450631817,77.14402031818182,77.9733424409091,0.002157028764486313
MMD_sd_vae_L11_g2.8e-05,43,78.37640649245455,78.0566007590909,78.5853263609091,0.0015726564452052116
MMD_sd_vae_L11_g2.8e-05,44,79.1853701816818,78.61859467727272,79.62850745318183,0.006398668512701988
MMD_sd_vae_L11_g2.8e-05,45,80.11290211954545,79.6499864090909,80.56802326363636,0.004412911366671324
MMD_sd_vae_L11_g2.8e-05,46,81.22533668181819,80.69563893636364,81.66778405000001,0.007245069835335016
MMD_sd_vae_L11_g2.8e-05,47,82.894620405,82.0783984909091,83.45792123636365,0.002483784221112728
MMD_sd_vae_L11_g2.8e-05,48,85.67650163177272,84.18152392727274,87.81027129545454,0.006414121016860008
MMD_dinov2_vitb14_L11_g1.0e-06,1,14.553505552454547,10.383351573636363,16.977602550909094,0.02031576633453369
MMD_dinov2_vitb14_L11_g1.0e-06,2,19.360372025863636,17.128398308636363,22.207954510454545,0.03083670139312744
MMD_dinov2_vitb14_L11_g1.0e-06,3,23.846620719954547,22.336504287727273,25.272293834545454,0.01446843147277832
MMD_dinov2_vitb14_L11_g1.0e-06,4,26.92193375040909,25.739496508636364,28.008295531363636,0.02536308765411377
MMD_dinov2_vitb14_L11_g1.0e-06,5,30.252080602818182,28.427649107272728,32.10326235227273,0.051257967948913574
MMD_dinov2_vitb14_L11_g1.0e-06,6,34.87695375227273,32.57260997909091,37.183868766818186,0.03491044044494629
MMD_dinov2_vitb14_L11_g1.0e-06,7,39.63405957927273,37.586910895,41.450596035,0.019470810890197754
MMD_dinov2_vitb14_L11_g1.0e-06,8,42.98340429963637,41.606778884545456,44.68483293727273,0.012368083000183105
MMD_dinov2_vitb14_L11_g1.0e-06,9,45.73836658681818,45.014271393181815,46.55172569545454,0.01694774627685547
MMD_dinov2_vitb14_L11_g1.0e-06,10,47.33629560722728,46.63784059272727,47.997159330454544,0.019314050674438477
MMD_dinov2_vitb14_L11_g1.0e-06,11,49.81542924486364,48.745656067727275,50.44004938636363,0.011281609535217285
MMD_dinov2_vitb14_L11_g1.0e-06,12,51.226654934500004,50.53053583909091,51.78909724363636,0.00932002067565918
MMD_dinov2_vitb14_L11_g1.0e-06,13,52.386195941,51.85205774272727,53.02329102272727,0.016287684440612793
MMD_dinov2_vitb14_L11_g1.0e-06,14,54.05511210413637,53.11169118954546,54.72388539863636,0.010630249977111816
MMD_dinov2_vitb14_L11_g1.0e-06,15,55.961553449545455,55.23867115454546,56.4284854,0.021821022033691406
MMD_dinov2_vitb14_L11_g1.0e-06,16,56.85560878163635,56.43083487727272,57.06027285454545,0.02550065517425537
MMD_dinov2_vitb14_L11_g1.0e-06,17,57.782212591136364,57.08577673045454,58.48494007,0.008460760116577148
MMD_dinov2_vitb14_L11_g1.0e-06,18,59.22187357759092,58.90741873181818,59.61907620909091,0.02515590190887451
MMD_dinov2_vitb14_L11_g1.0e-06,19,60.42161716859091,59.64024705,61.257236485,0.017404556274414062
MMD_dinov2_vitb14_L11_g1.0e-06,20,61.6854306735,61.38288141818182,62.140166177272725,0.012381196022033691
MMD_dinov2_vitb14_L11_g1.0e-06,21,62.63153999245454,62.30800517363637,63.033077886363635,0.02119922637939453
MMD_dinov2_vitb14_L11_g1.0e-06,22,63.55944764663635,63.2958711590909,63.89873966363636,0.03609120845794678
MMD_dinov2_vitb14_L11_g1.0e-06,23,64.1012324211818,63.92419218818182,64.32671434181817,0.009122252464294434
MMD_dinov2_vitb14_L11_g1.0e-06,24,64.87057789763637,64.40631527727272,65.15700578272727,0.02698671817779541
