label,group_idx,mos_mean,mos_min,mos_max,mmd_score
MMD_sd_vae_L11_g1.0e-04,1,15.013606067500001,10.383351573636363,17.49981897681818,7.595936949655879e-06
MMD_sd_vae_L11_g1.0e-04,2,20.849828797007575,18.01987185318182,23.073138160909092,3.558952084858902e-05
MMD_sd_vae_L11_g1.0e-04,3,25.423176264242425,23.859046570909094,26.80277036,5.0385606300551444e-06
MMD_sd_vae_L11_g1.0e-04,4,29.153337982537877,27.710613355454544,31.75240744409091,4.633652133634314e-05
MMD_sd_vae_L11_g1.0e-04,5,34.402939558522725,31.962474827272725,37.183868766818186,8.993074152385816e-05
MMD_sd_vae_L11_g1.0e-04,6,39.97406706568182,37.586910895,41.74143011090909,1.1466765499790199e-05
MMD_sd_vae_L11_g1.0e-04,7,43.9276351819697,42.27668356454546,45.34376912590909,8.227486432588194e-06
MMD_sd_vae_L11_g1.0e-04,8,46.58200343719697,45.44974382363636,47.45620903181818,2.3906748538138345e-05
MMD_sd_vae_L11_g1.0e-04,9,49.03616415087121,47.57944400681818,50.287720933636365,1.1624497346929274e-05
MMD_sd_vae_L11_g1.0e-04,10,51.09197204121211,50.397065763181814,51.78909724363636,8.44436635816237e-06
MMD_sd_vae_L11_g1.0e-04,11,52.51080069060606,51.85205774272727,53.15595768772727,9.616325769457035e-06
MMD_sd_vae_L11_g1.0e-04,12,54.69192689473484,53.19575964181818,55.80372709545455,9.391214007337112e-06
MMD_sd_vae_L11_g1.0e-04,13,56.51391104996211,55.82518654818182,56.88495511818182,7.781816748320125e-06
MMD_sd_vae_L11_g1.0e-04,14,57.409796520757574,56.89427865,58.14704098045454,1.0035705599875655e-05
MMD_sd_vae_L11_g1.0e-04,15,59.09236188147728,58.40466673181818,59.61907620909091,7.490995812986512e-06
MMD_sd_vae_L11_g1.0e-04,16,60.58465183431818,59.64024705,61.41676890772727,1.0775294867926277e-05
MMD_sd_vae_L11_g1.0e-04,17,61.98847238492424,61.450913154545454,62.515273900000004,6.096909146435792e-06
MMD_sd_vae_L11_g1.0e-04,18,63.100783259886356,62.56153540454545,63.601648069090906,7.5616226240526885e-06
MMD_sd_vae_L11_g1.0e-04,19,63.943781028825754,63.632569839545454,64.23845857272727,1.152597542386502e-05
MMD_sd_vae_L11_g1.0e-04,20,64.77384965871211,64.25370258636363,65.15700578272727,9.942349606717471e-06
MMD_sd_vae_L11_g1.0e-04,21,65.95465575371213,65.26560826818182,66.57540134545455,1.1201132110727485e-05
MMD_sd_vae_L11_g1.0e-04,22,67.19435260386363,66.64770191772728,67.84529925,6.6296688601141796e-06
MMD_sd_vae_L11_g1.0e-04,23,68.22332220121211,67.89158320909091,68.46063733181818,9.120473805523943e-06
MMD_sd_vae_L11_g1.0e-04,24,68.99257620488636,68.46664887727273,69.23367816363636,9.633407898945734e-06
MMD_sd_vae_L11_g1.0e-04,25,69.87433886034091,69.2644266,70.20511073181818,1.0653761819412466e-05
MMD_sd_vae_L11_g1.0e-04,26,70.67971851935606,70.32331571818182,70.94146290454545,9.836629033088684e-06
MMD_sd_vae_L11_g1.0e-04,27,71.39022948890153,71.03486937272727,71.99829709090909,8.518261893186718e-06
MMD_sd_vae_L11_g1.0e-04,28,72.42942150136365,72.09644175681818,72.89617321363636,5.069668259238824e-05
MMD_sd_vae_L11_g1.0e-04,29,73.34774863416665,73.03390340545455,73.53120189545454,9.76644969341578e-06
MMD_sd_vae_L11_g1.0e-04,30,74.01024421901515,73.63946159545455,74.38583995454546,9.532626791042276e-06
MMD_sd_vae_L11_g1.0e-04,31,74.94433337537879,74.46433656818182,75.21942449545455,5.479479114001151e-06
