label,n_groups,spearman_rho,p_spearman,pearson_r,p_pearson
MMD_sd_vae_L11_g1.0e-04,40,-0.1420262664165103,0.3820022968185969,-0.2529389819325545,0.11531921030260825
MMD_dinov2_vitb14_L11_g1.0e-06,40,-0.19455909943714825,0.2289695133248389,-0.2913098383782219,0.06818778463793859
MMD_dc_ae_L9_g5.0e-06,40,-0.4202626641651032,0.006934307932142315,-0.3369150630227238,0.03351485091390879
CMMD_CLIP-ViT-L14,40,0.40750469043151977,0.009055999727928792,0.28110705329502284,0.07889640700765287
