label,group_idx,mos_mean,mos_min,mos_max,mmd_score
MMD_sd_vae_L11_g1.0e-04,1,21.170608012170455,10.383351573636363,28.008295531363636,1.3916259376856033e-05
MMD_sd_vae_L11_g1.0e-04,2,36.9366245585,28.427649107272728,44.68483293727273,2.8095455490984023e-05
MMD_sd_vae_L11_g1.0e-04,3,48.52918659335227,45.014271393181815,51.78909724363636,1.4724237189511769e-05
MMD_sd_vae_L11_g1.0e-04,4,54.814617569079545,51.85205774272727,57.06027285454545,9.394064363732468e-06
MMD_sd_vae_L11_g1.0e-04,5,59.77778350270455,57.08577673045454,62.140166177272725,9.787942872208077e-06
MMD_sd_vae_L11_g1.0e-04,6,63.79069948947726,62.30800517363637,65.15700578272727,1.8140568499802612e-05
MMD_sd_vae_L11_g1.0e-04,7,67.28465429864772,65.26560826818182,69.04567613727274,8.760298442211933e-06
MMD_sd_vae_L11_g1.0e-04,8,70.23063715580682,69.05974111818182,71.36296618181818,9.097024303628132e-06
MMD_sd_vae_L11_g1.0e-04,9,73.11369094159092,71.46931471818182,74.38583995454546,1.408155912940856e-05
MMD_sd_vae_L11_g1.0e-04,10,75.61583728507955,74.46433656818182,76.5471795409091,8.08550976216793e-06
MMD_sd_vae_L11_g1.0e-04,11,77.97288571544318,76.59774437272728,79.62850745318183,1.0103185559273697e-05
MMD_sd_vae_L11_g1.0e-04,12,82.47734020953409,79.6499864090909,87.81027129545454,2.388549364695791e-05
MMD_sd_vae_L11_g2.8e-05,1,21.170608012170455,10.383351573636363,28.008295531363636,0.007124788127839565
MMD_sd_vae_L11_g2.8e-05,2,36.9366245585,28.427649107272728,44.68483293727273,0.011007141321897507
MMD_sd_vae_L11_g2.8e-05,3,48.52918659335227,45.014271393181815,51.78909724363636,0.006488976068794727
MMD_sd_vae_L11_g2.8e-05,4,54.814617569079545,51.85205774272727,57.06027285454545,0.006014734506607056
MMD_sd_vae_L11_g2.8e-05,5,59.77778350270455,57.08577673045454,62.140166177272725,0.00465721171349287
MMD_sd_vae_L11_g2.8e-05,6,63.79069948947726,62.30800517363637,65.15700578272727,0.007489925716072321
MMD_sd_vae_L11_g2.8e-05,7,67.28465429864772,65.26560826818182,69.04567613727274,0.004711332730948925
MMD_sd_vae_L11_g2.8e-05,8,70.23063715580682,69.05974111818182,71.36296618181818,0.005310479551553726
MMD_sd_vae_L11_g2.8e-05,9,73.11369094159092,71.46931471818182,74.38583995454546,0.004562213085591793
MMD_sd_vae_L11_g2.8e-05,10,75.61583728507955,74.46433656818182,76.5471795409091,0.0032415129244327545
MMD_sd_vae_L11_g2.8e-05,11,77.97288571544318,76.59774437272728,79.62850745318183,0.0035819094628095627
MMD_sd_vae_L11_g2.8e-05,12,82.47734020953409,79.6499864090909,87.81027129545454,0.0035988902673125267
MMD_dinov2_vitb14_L11_g1.0e-06,1,21.170608012170455,10.383351573636363,28.008295531363636,0.022031188011169434
MMD_dinov2_vitb14_L11_g1.0e-06,2,36.9366245585,28.427649107272728,44.68483293727273,0.024404406547546387
MMD_dinov2_vitb14_L11_g1.0e-06,3,48.52918659335227,45.014271393181815,51.78909724363636,0.015758872032165527
MMD_dinov2_vitb14_L11_g1.0e-06,4,54.814617569079545,51.85205774272727,57.06027285454545,0.019042372703552246
MMD_dinov2_vitb14_L11_g1.0e-06,5,59.77778350270455,57.08577673045454,62.140166177272725,0.016482114791870117
MMD_dinov2_vitb14_L11_g1.0e-06,6,63.79069948947726,62.30800517363637,65.15700578272727,0.02442789077758789
MMD_dinov2_vitb14_L11_g1.0e-06,7,67.28465429864772,65.26560826818182,69.04567613727274,0.01919424533843994
MMD_dinov2_vitb14_L11_g1.0e-06,8,70.23063715580682,69.05974111818182,71.36296618181818,0.01901841163635254
MMD_dinov2_vitb14_L11_g1.0e-06,9,73.11369094159092,71.46931471818182,74.38583995454546,0.017113804817199707
MMD_dinov2_vitb14_L11_g1.0e-06,10,75.61583728507955,74.46433656818182,76.5471795409091,0.013520002365112305
MMD_dinov2_vitb14_L11_g1.0e-06,11,77.97288571544318,76.59774437272728,79.62850745318183,0.01844918727874756
MMD_dinov2_vitb14_L11_g1.0e-06,12,82.47734020953409,79.6499864090909,87.81027129545454,0.015748143196105957
MMD_dc_ae_L9_g5.0e-06,1,21.170608012170455,10.383351573636363,28.008295531363636,0.099551260471344
MMD_dc_ae_L9_g5.0e-06,2,36.9366245585,28.427649107272728,44.68483293727273,0.11774462461471558
MMD_dc_ae_L9_g5.0e-06,3,48.52918659335227,45.014271393181815,51.78909724363636,0.09046047925949097
MMD_dc_ae_L9_g5.0e-06,4,54.814617569079545,51.85205774272727,57.06027285454545,0.1122840940952301
MMD_dc_ae_L9_g5.0e-06,5,59.77778350270455,57.08577673045454,62.140166177272725,0.09317457675933838
MMD_dc_ae_L9_g5.0e-06,6,63.79069948947726,62.30800517363637,65.15700578272727,0.11720708012580872
MMD_dc_ae_L9_g5.0e-06,7,67.28465429864772,65.26560826818182,69.04567613727274,0.09614697098731995
MMD_dc_ae_L9_g5.0e-06,8,70.23063715580682,69.05974111818182,71.36296618181818,0.11021226644515991
MMD_dc_ae_L9_g5.0e-06,9,73.11369094159092,71.46931471818182,74.38583995454546,0.08472275733947754
MMD_dc_ae_L9_g5.0e-06,10,75.61583728507955,74.46433656818182,76.5471795409091,0.0853915810585022
MMD_dc_ae_L9_g5.0e-06,11,77.97288571544318,76.59774437272728,79.62850745318183,0.08172851800918579
MMD_dc_ae_L9_g5.0e-06,12,82.47734020953409,79.6499864090909,87.81027129545454,0.07632261514663696
CMMD_CLIP-ViT-L14,1,21.170608012170455,10.383351573636363,28.008295531363636,0.06280335783958435
CMMD_CLIP-ViT-L14,2,36.9366245585,28.427649107272728,44.68483293727273,0.05484434962272644
CMMD_CLIP-ViT-L14,3,48.52918659335227,45.014271393181815,51.78909724363636,0.04839959740638733
CMMD_CLIP-ViT-L14,4,54.814617569079545,51.85205774272727,57.06027285454545,0.05243349075317383
CMMD_CLIP-ViT-L14,5,59.77778350270455,57.08577673045454,62.140166177272725,0.0520574152469635
CMMD_CLIP-ViT-L14,6,63.79069948947726,62.30800517363637,65.15700578272727,0.0671413242816925
CMMD_CLIP-ViT-L14,7,67.28465429864772,65.26560826818182,69.04567613727274,0.0595039427280426
CMMD_CLIP-ViT-L14,8,70.23063715580682,69.05974111818182,71.36296618181818,0.06376504898071289
CMMD_CLIP-ViT-L14,9,73.11369094159092,71.46931471818182,74.38583995454546,0.06225207448005676
CMMD_CLIP-ViT-L14,10,75.61583728507955,74.46433656818182,76.5471795409091,0.06117549538612366
CMMD_CLIP-ViT-L14,11,77.97288571544318,76.59774437272728,79.62850745318183,0.06629323959350586
CMMD_CLIP-ViT-L14,12,82.47734020953409,79.6499864090909,87.81027129545454,0.08003544807434082
