label,n_groups,spearman_rho,p_spearman,pearson_r,p_pearson
MMD_sd_vae_L11_g1.0e-04,12,-0.20979020979020982,0.512840943181826,-0.2477902485950091,0.4374466886358382
MMD_sd_vae_L11_g2.8e-05,12,-0.8461538461538463,0.0005211337004810047,-0.7597829654516872,0.004139986447487264
MMD_dinov2_vitb14_L11_g1.0e-06,12,-0.5454545454545455,0.06661188226688902,-0.5483846578605663,0.06487184039929264
MMD_dc_ae_L9_g5.0e-06,12,-0.7132867132867133,0.009201779777634764,-0.5111385704460041,0.08943716764612307
CMMD_CLIP-ViT-L14,12,0.5874125874125874,0.04460929646336318,0.5011843284590645,0.09693533993767713
