layer,layer_name,gamma,spearman_rho,pval,strict_mono,kendall_tau
4,down.1.res.0,4.5358288255101815e-09,0.5060785419841902,0.0,0.524,0.6788
4,down.1.res.0,4.620241371751313e-09,0.5060781466041804,0.0,0.521,0.679
4,down.1.res.0,4.706224849841272e-09,0.5060739786327815,0.0,0.521,0.6785
4,down.1.res.0,4.793808495089107e-09,0.5060727046063915,0.0,0.523,0.6791
4,down.1.res.0,4.883022086877885e-09,0.5060763264874548,0.0,0.522,0.6793
4,down.1.res.0,4.9738959587900574e-09,0.5060566356107693,0.0,0.522,0.6785
4,down.1.res.0,5.066461008921269e-09,0.5060660879708109,0.0,0.522,0.6792
4,down.1.res.0,5.1607487103859185e-09,0.5060651547597272,0.0,0.522,0.679
4,down.1.res.0,5.256791122018419e-09,0.5060759241114728,0.0,0.523,0.6789
4,down.1.res.0,5.354620899273613e-09,0.506082100956178,0.0,0.522,0.6792
4,down.1.res.0,5.454271305329825e-09,0.5060650989684072,0.0,0.522,0.6789
4,down.1.res.0,5.555776222398878e-09,0.506073033543104,0.0,0.522,0.6796
4,down.1.res.0,5.659170163246254e-09,0.5060699472341509,0.0,0.523,0.6789
4,down.1.res.0,5.7644882829258735e-09,0.5060621554750899,0.0,0.523,0.679
4,down.1.res.0,5.8717663907332614e-09,0.506065145164729,0.0,0.522,0.6791
4,down.1.res.0,5.981040962380932e-09,0.506074002881631,0.0,0.523,0.6788
4,down.1.res.0,6.092349152400712e-09,0.5060735639288894,0.0,0.523,0.6791
4,down.1.res.0,6.205728806776513e-09,0.5060625873956333,0.0,0.522,0.679
4,down.1.res.0,6.321218475812448e-09,0.5060744471542251,0.0,0.524,0.6793
4,down.1.res.0,6.4388574272404256e-09,0.5060702293794997,0.0,0.522,0.6789
4,down.1.res.0,6.558685659571422e-09,0.506069345789814,0.0,0.522,0.6787
4,down.1.res.0,6.680743915695615e-09,0.5060584690095206,0.0,0.521,0.679
4,down.1.res.0,6.8050736967352206e-09,0.5060756120996825,0.0,0.523,0.6794
4,down.1.res.0,6.9317172761554e-09,0.5060743873303802,0.0,0.522,0.6786
4,down.1.res.0,7.06071771413778e-09,0.5060781085268509,0.0,0.522,0.679
4,down.1.res.0,7.192118872221178e-09,0.5060675277259432,0.0,0.522,0.6792
4,down.1.res.0,7.32596542821523e-09,0.506075022205874,0.0,0.522,0.6787
4,down.1.res.0,7.462302891391123e-09,0.5060725742948093,0.0,0.522,0.6789
4,down.1.res.0,7.601177617955322e-09,0.5060674258961808,0.0,0.523,0.6794
4,down.1.res.0,7.742636826811278e-09,0.5060678173166095,0.0,0.523,0.6789
4,down.1.res.0,7.88672861561414e-09,0.5060672252123364,0.0,0.522,0.6793
4,down.1.res.0,8.033501977124735e-09,0.5060720765142251,0.0,0.522,0.6789
4,down.1.res.0,8.183006815867407e-09,0.5060655121239878,0.0,0.523,0.6789
4,down.1.res.0,8.335293965098187e-09,0.5060571323905927,0.0,0.522,0.679
4,down.1.res.0,8.490415204088756e-09,0.5060694283322703,0.0,0.523,0.6789
4,down.1.res.0,8.648423275731709e-09,0.5060714397197044,0.0,0.522,0.6792
4,down.1.res.0,8.80937190447399e-09,0.5060784420788291,0.0,0.523,0.6793
4,down.1.res.0,8.973315814583538e-09,0.506072367137236,0.0,0.522,0.6791
4,down.1.res.0,9.140310748756223e-09,0.5060686415076509,0.0,0.523,0.6795
4,down.1.res.0,9.310413487069086e-09,0.5060688377097602,0.0,0.522,0.6791
4,down.1.res.0,9.483681866285909e-09,0.5060660444045842,0.0,0.522,0.6789
4,down.1.res.0,9.660174799522645e-09,0.506071824071314,0.0,0.523,0.6789
4,down.1.res.0,9.839952296278247e-09,0.5060731461764506,0.0,0.523,0.679
4,down.1.res.0,1.0023075482838643e-08,0.5060573696880009,0.0,0.523,0.6791
4,down.1.res.0,1.0209606623060476e-08,0.5060697638034204,0.0,0.523,0.6792
4,down.1.res.0,1.0399609139541204e-08,0.5060638338515898,0.0,0.522,0.6791
4,down.1.res.0,1.05931476351837e-08,0.5060632959111578,0.0,0.523,0.679
4,down.1.res.0,1.0790287915161835e-08,0.5060673109005703,0.0,0.524,0.6792
4,down.1.res.0,1.099109700929496e-08,0.5060668210876066,0.0,0.523,0.6792
4,down.1.res.0,1.1195643194838794e-08,0.5060635391476311,0.0,0.522,0.6788
4,down.1.res.0,1.1403996019700331e-08,0.506060697897218,0.0,0.523,0.6792
4,down.1.res.0,1.1616226326085019e-08,0.5060714264201449,0.0,0.523,0.6793
4,down.1.res.0,1.183240627458378e-08,0.5060711783982886,0.0,0.523,0.6792
4,down.1.res.0,1.2052609368708414e-08,0.5060675539062622,0.0,0.523,0.6792
4,down.1.res.0,1.2276910479883604e-08,0.5060663281775163,0.0,0.523,0.6792
4,down.1.res.0,1.2505385872903913e-08,0.5060655442314378,0.0,0.523,0.6795
4,down.1.res.0,1.2738113231864785e-08,0.5060639760599345,0.0,0.523,0.6794
4,down.1.res.0,1.2975171686575868e-08,0.5060589313252861,0.0,0.523,0.6792
4,down.1.res.0,1.3216641839466038e-08,0.5060690704888047,0.0,0.522,0.6789
4,down.1.res.0,1.346260579298911e-08,0.506066864794066,0.0,0.523,0.6793
4,down.1.res.0,1.3713147177539456e-08,0.5060699500825077,0.0,0.523,0.6795
4,down.1.res.0,1.3968351179887397e-08,0.5060657866662928,0.0,0.522,0.6791
4,down.1.res.0,1.422830457214352e-08,0.50607195853061,0.0,0.522,0.679
4,down.1.res.0,1.4493095741262151e-08,0.5060717128407326,0.0,0.522,0.6793
4,down.1.res.0,1.4762814719093911e-08,0.506067942095938,0.0,0.522,0.6789
4,down.1.res.0,1.5037553212997385e-08,0.5060730842149845,0.0,0.523,0.6792
4,down.1.res.0,1.5317404637020797e-08,0.5060695074010606,0.0,0.523,0.6792
4,down.1.res.0,1.560246414366368e-08,0.5060641185111874,0.0,0.522,0.6791
4,down.1.res.0,1.5892828656229763e-08,0.506066714302448,0.0,0.522,0.6793
4,down.1.res.0,1.618859690178199e-08,0.5060730342535267,0.0,0.522,0.679
4,down.1.res.0,1.648986944471065e-08,0.5060727398896405,0.0,0.522,0.6792
4,down.1.res.0,1.679674872092653e-08,0.506063822471225,0.0,0.523,0.6793
4,down.1.res.0,1.7109339072690134e-08,0.5060671544454515,0.0,0.523,0.6792
4,down.1.res.0,1.7427746784089175e-08,0.5060640183575411,0.0,0.523,0.6791
4,down.1.res.0,1.775208011717636e-08,0.506065193456816,0.0,0.523,0.6793
4,down.1.res.0,1.8082449348779518e-08,0.506069308818407,0.0,0.523,0.6792
4,down.1.res.0,1.841896680799711e-08,0.5060673494815741,0.0,0.522,0.6793
4,down.1.res.0,1.8761746914391196e-08,0.50606289057198,0.0,0.524,0.6794
4,down.1.res.0,1.911090621689136e-08,0.5060651439933418,0.0,0.522,0.6793
4,down.1.res.0,1.946656343342263e-08,0.5060652412806388,0.0,0.523,0.6793
4,down.1.res.0,1.9828839491270715e-08,0.5060608318952601,0.0,0.523,0.6793
4,down.1.res.0,2.0197857568198784e-08,0.5060622030508863,0.0,0.524,0.6794
4,down.1.res.0,2.0573743134329116e-08,0.5060691590798043,0.0,0.523,0.6795
4,down.1.res.0,2.095662399480431e-08,0.50606132163534,0.0,0.523,0.6794
4,down.1.res.0,2.1346630333242455e-08,0.5060672479797511,0.0,0.523,0.6792
4,down.1.res.0,2.17438947560008e-08,0.5060688651774593,0.0,0.523,0.6792
4,down.1.res.0,2.2148552337263593e-08,0.5060708238098292,0.0,0.524,0.6794
4,down.1.res.0,2.256074066496859e-08,0.5060652387786521,0.0,0.522,0.6793
4,down.1.res.0,2.2980599887588488e-08,0.5060686674328609,0.0,0.522,0.6792
4,down.1.res.0,2.3408272761782943e-08,0.5060665119668195,0.0,0.523,0.6794
4,down.1.res.0,2.3843904700937205e-08,0.5060656309763755,0.0,0.522,0.6791
4,down.1.res.0,2.4287643824604505e-08,0.5060632302577072,0.0,0.523,0.6793
4,down.1.res.0,2.4739641008868117e-08,0.5060658752694986,0.0,0.522,0.6792
4,down.1.res.0,2.5200049937640895e-08,0.506065777144158,0.0,0.523,0.6794
4,down.1.res.0,2.566902715491952e-08,0.5060643071709052,0.0,0.523,0.6793
4,down.1.res.0,2.614673211801092e-08,0.5060663152303141,0.0,0.524,0.6794
4,down.1.res.0,2.6633327251749808e-08,0.5060685196740035,0.0,0.522,0.6794
4,down.1.res.0,2.7128978003724646e-08,0.5060669999579273,0.0,0.523,0.6792
4,down.1.res.0,2.763385290053167e-08,0.5060647471317232,0.0,0.523,0.6794
4,down.1.res.0,2.8148123605075813e-08,0.5060608273650031,0.0,0.523,0.6792
4,down.1.res.0,2.8671964974937697e-08,0.5060630323430917,0.0,0.522,0.6793
4,down.1.res.0,2.9205555121827452e-08,0.506064256383568,0.0,0.523,0.6793
4,down.1.res.0,2.9749075472144435e-08,0.5060643053004913,0.0,0.523,0.6793
4,down.1.res.0,3.030271082866393e-08,0.5060618556406228,0.0,0.523,0.6794
4,down.1.res.0,3.0866649433372746e-08,0.506062835217936,0.0,0.522,0.6792
4,down.1.res.0,3.144108303147265e-08,0.5060627859002107,0.0,0.523,0.6795
4,down.1.res.0,3.2026206936576504e-08,0.5060620021363386,0.0,0.523,0.6795
4,down.1.res.0,3.262222009711673e-08,0.5060630310313763,0.0,0.522,0.6795
4,down.1.res.0,3.322932516398968e-08,0.506065578233596,0.0,0.523,0.6794
4,down.1.res.0,3.384772855945983e-08,0.5060652347949063,0.0,0.523,0.6792
4,down.1.res.0,3.447764054734464e-08,0.5060650393093972,0.0,0.524,0.6795
4,down.1.res.0,3.5119275304507276e-08,0.5060625405747173,0.0,0.522,0.6793
4,down.1.res.0,3.577285099367877e-08,0.5060647446054478,0.0,0.524,0.6794
4,down.1.res.0,3.6438589837635405e-08,0.5060622458464811,0.0,0.524,0.6796
4,down.1.res.0,3.711671819475767e-08,0.5060626868518131,0.0,0.523,0.6794
4,down.1.res.0,3.780746663599349e-08,0.5060668508509107,0.0,0.524,0.6797
4,down.1.res.0,3.851107002325569e-08,0.5060640584203676,0.0,0.523,0.6794
4,down.1.res.0,3.9227767589277236e-08,0.5060639602464461,0.0,0.523,0.6794
4,down.1.res.0,3.995780301895265e-08,0.5060613144695112,0.0,0.524,0.6795
4,down.1.res.0,4.070142453219439e-08,0.5060617554869882,0.0,0.522,0.6793
4,down.1.res.0,4.1458884968329114e-08,0.5060627350278607,0.0,0.523,0.6794
4,down.1.res.0,4.223044187206672e-08,0.5060613141780199,0.0,0.524,0.6795
4,down.1.res.0,4.3016357581067994e-08,0.5060627349064056,0.0,0.523,0.6794
4,down.1.res.0,4.381689931514195e-08,0.5060663606978888,0.0,0.523,0.6794
4,down.1.res.0,4.4632339267103976e-08,0.5060646944618238,0.0,0.524,0.6794
4,down.1.res.0,4.546295469532399e-08,0.506063323366947,0.0,0.524,0.6795
4,down.1.res.0,4.630902801799737e-08,0.5060608240735833,0.0,0.523,0.6794
4,down.1.res.0,4.717084690917022e-08,0.5060621956785717,0.0,0.523,0.6793
4,down.1.res.0,4.804870439655134e-08,0.5060594517155779,0.0,0.523,0.6794
4,down.1.res.0,4.8942898961145316e-08,0.5060650857972078,0.0,0.523,0.6794
4,down.1.res.0,4.9853734638738935e-08,0.5060620974439237,0.0,0.524,0.6795
4,down.1.res.0,5.0781521123276706e-08,0.5060621953506433,0.0,0.524,0.6796
4,down.1.res.0,5.172657387216024e-08,0.5060621950834425,0.0,0.524,0.6795
4,down.1.res.0,5.268921421350677e-08,0.5060634199862413,0.0,0.524,0.6796
4,down.1.res.0,5.366976945540476e-08,0.5060622928687072,0.0,0.523,0.6794
4,down.1.res.0,5.4668572997201804e-08,0.5060638606636428,0.0,0.523,0.6794
4,down.1.res.0,5.568596444286409e-08,0.5060636155203331,0.0,0.523,0.6794
4,down.1.res.0,5.6722289716445493e-08,0.5060614107123012,0.0,0.523,0.6793
4,down.1.res.0,5.777790117970507e-08,0.5060631253551692,0.0,0.524,0.6795
4,down.1.res.0,5.885315775191451e-08,0.5060624885971278,0.0,0.523,0.6795
4,down.1.res.0,5.99484250318941e-08,0.5060632232133064,0.0,0.524,0.6795
4,down.1.res.0,6.106407542232036e-08,0.5060591571816746,0.0,0.522,0.6792
4,down.1.res.0,6.220048825634717e-08,0.5060629779363965,0.0,0.523,0.6795
4,down.1.res.0,6.335804992658255e-08,0.5060630270355023,0.0,0.524,0.6796
4,down.1.res.0,6.453715401646702e-08,0.5060619001973168,0.0,0.524,0.6796
4,down.1.res.0,6.573820143409585e-08,0.506064202608428,0.0,0.523,0.6795
4,down.1.res.0,6.696160054853215e-08,0.5060605284465872,0.0,0.524,0.6795
4,down.1.res.0,6.820776732865692e-08,0.5060626836939818,0.0,0.524,0.6794
4,down.1.res.0,6.94771254846024e-08,0.5060622429558532,0.0,0.524,0.6794
4,down.1.res.0,7.077010661181889e-08,0.5060615571594343,0.0,0.524,0.6794
4,down.1.res.0,7.208715033782136e-08,0.5060614098256815,0.0,0.524,0.6795
4,down.1.res.0,7.342870447166758e-08,0.5060632715108081,0.0,0.524,0.6795
4,down.1.res.0,7.479522515621828e-08,0.5060610668971085,0.0,0.524,0.6795
4,down.1.res.0,7.618717702323e-08,0.5060628793373831,0.0,0.524,0.6796
4,down.1.res.0,7.760503335133571e-08,0.5060621445268777,0.0,0.524,0.6796
4,down.1.res.0,7.90492762269642e-08,0.506062193249473,0.0,0.524,0.6794
4,down.1.res.0,8.05203967082547e-08,0.5060658184943846,0.0,0.524,0.6796
4,down.1.res.0,8.201889499202212e-08,0.5060632710492783,0.0,0.524,0.6796
4,down.1.res.0,8.354528058382872e-08,0.5060635159375312,0.0,0.524,0.6796
4,down.1.res.0,8.510007247122247e-08,0.5060635649516184,0.0,0.524,0.6796
4,down.1.res.0,8.668379930019774e-08,0.5060635643564876,0.0,0.524,0.6796
4,down.1.res.0,8.829699955494083e-08,0.5060621929336901,0.0,0.524,0.6796
4,down.1.res.0,8.994022174092053e-08,0.5060624377369245,0.0,0.524,0.6796
4,down.1.res.0,9.161402457138521e-08,0.5060624378826706,0.0,0.524,0.6795
4,down.1.res.0,9.331897715733239e-08,0.506065573181037,0.0,0.524,0.6796
4,down.1.res.0,9.505565920101191e-08,0.506063466899153,0.0,0.524,0.6795
4,down.1.res.0,9.682466119303114e-08,0.5060636136985041,0.0,0.524,0.6795
4,down.1.res.0,9.86265846131283e-08,0.5060638587810852,0.0,0.524,0.6794
4,down.1.res.0,1.0046204213468132e-07,0.5060652791815327,0.0,0.524,0.6795
4,down.1.res.0,1.023316578330245e-07,0.5060622907310999,0.0,0.524,0.6796
4,down.1.res.0,1.0423606739764012e-07,0.506064201333146,0.0,0.524,0.6796
4,down.1.res.0,1.061759183482999e-07,0.5060621927272168,0.0,0.524,0.6796
4,down.1.res.0,1.0815187025522893e-07,0.5060638584531557,0.0,0.524,0.6795
4,down.1.res.0,1.1016459496336569e-07,0.5060619966708687,0.0,0.524,0.6795
4,down.1.res.0,1.1221477682079802e-07,0.5060637603278173,0.0,0.524,0.6796
4,down.1.res.0,1.1430311291144787e-07,0.506063123278286,0.0,0.524,0.6796
4,down.1.res.0,1.1643031329208756e-07,0.5060642499585759,0.0,0.524,0.6796
4,down.1.res.0,1.1859710123376706e-07,0.5060640051189056,0.0,0.524,0.6795
4,down.1.res.0,1.208042134677329e-07,0.5060627310198436,0.0,0.524,0.6796
4,down.1.res.0,1.2305240043592615e-07,0.5060625352428422,0.0,0.524,0.6796
4,down.1.res.0,1.2534242654613995e-07,0.5060647397836627,0.0,0.524,0.6796
4,down.1.res.0,1.2767507043192645e-07,0.5060635150023258,0.0,0.524,0.6795
4,down.1.res.0,1.3005112521734099e-07,0.5060631231082487,0.0,0.524,0.6795
4,down.1.res.0,1.3247139878661174e-07,0.506064445942051,0.0,0.524,0.6796
4,down.1.res.0,1.3493671405883065e-07,0.5060628781714143,0.0,0.524,0.6795
4,down.1.res.0,1.3744790926775367e-07,0.5060648865101396,0.0,0.524,0.6795
4,down.1.res.0,1.400058382468096e-07,0.5060659642006323,0.0,0.524,0.6796
4,down.1.res.0,1.4261137071941298e-07,0.50606581724339,0.0,0.524,0.6796
4,down.1.res.0,1.4526539259467813e-07,0.5060652781977417,0.0,0.524,0.6795
4,down.1.res.0,1.4796880626863963e-07,0.5060664540135729,0.0,0.524,0.6794
4,down.1.res.0,1.5072253093107556e-07,0.5060680708468789,0.0,0.524,0.6796
4,down.1.res.0,1.5352750287804213e-07,0.5060674828478708,0.0,0.524,0.6796
4,down.1.res.0,1.563846758302248e-07,0.5060675319469774,0.0,0.524,0.6795
4,down.1.res.0,1.592950212572123e-07,0.506067090990231,0.0,0.524,0.6796
4,down.1.res.0,1.6225952870780872e-07,0.506066601007252,0.0,0.524,0.6796
4,down.1.res.0,1.6527920614648973e-07,0.5060670907594644,0.0,0.524,0.6796
4,down.1.res.0,1.6835508029612007e-07,0.5060666988410968,0.0,0.524,0.6795
4,down.1.res.0,1.714881969870541e-07,0.506067090710882,0.0,0.524,0.6795
4,down.1.res.0,1.7467962151272458e-07,0.5060672866700658,0.0,0.524,0.6796
4,down.1.res.0,1.7793043899185772e-07,0.5060687074227311,0.0,0.524,0.6796
4,down.1.res.0,1.8124175473742396e-07,0.5060690504606139,0.0,0.524,0.6796
4,down.1.res.0,1.8461469463245456e-07,0.5060707649820159,0.0,0.524,0.6796
4,down.1.res.0,1.8805040551285834e-07,0.5060689521895262,0.0,0.524,0.6795
4,down.1.res.0,1.915500555573528e-07,0.5060707647026648,0.0,0.524,0.6796
4,down.1.res.0,1.9511483468466165e-07,0.5060704709703658,0.0,0.524,0.6795
4,down.1.res.0,1.9874595495809857e-07,0.5060707649091416,0.0,0.524,0.6796
4,down.1.res.0,2.0244465099768018e-07,0.5060709609533454,0.0,0.524,0.6796
4,down.1.res.0,2.0621218039991447e-07,0.5060708627794223,0.0,0.524,0.6796
4,down.1.res.0,2.1004982416539152e-07,0.5060717935126707,0.0,0.524,0.6796
4,down.1.res.0,2.1395888713434216e-07,0.5060697850282029,0.0,0.524,0.6796
4,down.1.res.0,2.179406984302958e-07,0.5060714997560809,0.0,0.524,0.6795
4,down.1.res.0,2.2199661191199526e-07,0.50607282237126,0.0,0.524,0.6796
4,down.1.res.0,2.2612800663372794e-07,0.5060722343722512,0.0,0.524,0.6795
4,down.1.res.0,2.3033628731421313e-07,0.5060712056715567,0.0,0.524,0.6795
4,down.1.res.0,2.3462288481422625e-07,0.5060696379130669,0.0,0.524,0.6794
4,down.1.res.0,2.389892566231053e-07,0.5060694419295919,0.0,0.524,0.6795
4,down.1.res.0,2.434368873543108e-07,0.5060695399091837,0.0,0.524,0.6795
4,down.1.res.0,2.47967289250216e-07,0.5060690009607003,0.0,0.524,0.6794
4,down.1.res.0,2.5258200269627846e-07,0.5060683640933532,0.0,0.524,0.6795
4,down.1.res.0,2.572825967447932e-07,0.5060714504626421,0.0,0.524,0.6794
4,down.1.res.0,2.620706696483855e-07,0.5060701766429283,0.0,0.524,0.6796
4,down.1.res.0,2.669478494034318e-07,0.5060711074854878,0.0,0.524,0.6796
4,down.1.res.0,2.7191579430360187e-07,0.5060714013270977,0.0,0.524,0.6794
4,down.1.res.0,2.769761935036891e-07,0.506072577057908,0.0,0.524,0.6794
4,down.1.res.0,2.8213076759394705e-07,0.506072675073937,0.0,0.524,0.6794
4,down.1.res.0,2.8738126918510695e-07,0.5060709115748869,0.0,0.524,0.6794
4,down.1.res.0,2.927294835042813e-07,0.5060690007785154,0.0,0.524,0.6794
4,down.1.res.0,2.9817722900196733e-07,0.5060683150063923,0.0,0.524,0.6793
4,down.1.res.0,3.0372635797033114e-07,0.5060705684519844,0.0,0.524,0.6794
4,down.1.res.0,3.0937875717301365e-07,0.5060700785054426,0.0,0.524,0.6794
4,down.1.res.0,3.1513634848664826e-07,0.5060716460938913,0.0,0.524,0.6794
4,down.1.res.0,3.2100108955431685e-07,0.5060709603217688,0.0,0.524,0.6793
4,down.1.res.0,3.2697497445117677e-07,0.5060698335321717,0.0,0.524,0.6793
4,down.1.res.0,3.3306003436245885e-07,0.5060682659072856,0.0,0.524,0.6793
4,down.1.res.0,3.3925833827409916e-07,0.5060690497926027,0.0,0.524,0.6793
4,down.1.res.0,3.455719936762143e-07,0.506069931572492,0.0,0.524,0.6793
4,down.1.res.0,3.520031472796675e-07,0.506070568427693,0.0,0.524,0.6793
4,down.1.res.0,3.585539857459817e-07,0.5060716953994759,0.0,0.524,0.6793
4,down.1.res.0,3.6522673643081754e-07,0.5060717440613374,0.0,0.524,0.6792
4,down.1.res.0,3.7202366814130657e-07,0.5060747324388867,0.0,0.524,0.6793
4,down.1.res.0,3.7894709190746713e-07,0.5060723319510338,0.0,0.524,0.6793
4,down.1.res.0,3.8599936176797634e-07,0.5060704213732855,0.0,0.524,0.6793
4,down.1.res.0,3.9318287557057704e-07,0.5060688047707492,0.0,0.524,0.6792
4,down.1.res.0,4.005000757873611e-07,0.5060655712863272,0.0,0.524,0.6793
4,down.1.res.0,4.079534503452449e-07,0.5060646894457103,0.0,0.524,0.6792
4,down.1.res.0,4.1554553347188797e-07,0.5060631709320752,0.0,0.524,0.6792
4,down.1.res.0,4.232789065573544e-07,0.5060625829695058,0.0,0.524,0.6792
4,down.1.res.0,4.3115619903182285e-07,0.5060599865103236,0.0,0.524,0.6793
4,down.1.res.0,4.391800892596086e-07,0.5060591047182884,0.0,0.524,0.6792
4,down.1.res.0,4.473533054498463e-07,0.506056753123068,0.0,0.524,0.6792
4,down.1.res.0,4.556786265841069e-07,0.506057292083695,0.0,0.524,0.6792
4,down.1.res.0,4.6415888336127725e-07,0.5060567531352135,0.0,0.524,0.6792
4,down.1.res.0,4.7279695916003907e-07,0.5060585656362071,0.0,0.524,0.6792
4,down.1.res.0,4.815957910192351e-07,0.5060572429481547,0.0,0.524,0.6792
4,down.1.res.0,4.905583706365046e-07,0.5060570960637847,0.0,0.524,0.6792
4,down.1.res.0,4.996877453854889e-07,0.5060580266755801,0.0,0.524,0.6792
4,down.1.res.0,5.089870193519674e-07,0.5060586146624393,0.0,0.524,0.6792
4,down.1.res.0,5.184593543892913e-07,0.5060574389073382,0.0,0.524,0.6792
4,down.1.res.0,5.281079711934331e-07,0.506056067314507,0.0,0.524,0.6792
4,down.1.res.0,5.379361503980697e-07,0.506056948900071,0.0,0.524,0.6792
4,down.1.res.0,5.479472336900293e-07,0.506055626224164,0.0,0.524,0.6792
4,down.1.res.0,5.581446249454955e-07,0.5060527848402939,0.0,0.524,0.6792
4,down.1.res.0,5.685317913873753e-07,0.5060517071498014,0.0,0.524,0.6792
4,down.1.res.0,5.791122647641759e-07,0.5060502373466181,0.0,0.524,0.6792
4,down.1.res.0,5.898896425508493e-07,0.506049355506002,0.0,0.524,0.6792
4,down.1.res.0,6.008675891719693e-07,0.5060477878446794,0.0,0.524,0.6792
4,down.1.res.0,6.12049837247669e-07,0.5060453383548859,0.0,0.524,0.6792
4,down.1.res.0,6.234401888627864e-07,0.5060461711328352,0.0,0.524,0.6792
4,down.1.res.0,6.350425168595962e-07,0.5060465630997826,0.0,0.524,0.6792
4,down.1.res.0,6.468607661546321e-07,0.5060512173611497,0.0,0.524,0.6792
4,down.1.res.0,6.588989550799957e-07,0.5060494535584649,0.0,0.524,0.6792
4,down.1.res.0,6.711611767496273e-07,0.5060485717542843,0.0,0.524,0.6792
4,down.1.res.0,6.836516004510239e-07,0.5060474938208881,0.0,0.524,0.6792
4,down.1.res.0,6.963744730628223e-07,0.5060454362251717,0.0,0.524,0.6792
4,down.1.res.0,7.09334120498799e-07,0.5060428888529472,0.0,0.524,0.679
4,down.1.res.0,7.225349491787222e-07,0.5060441626483652,0.0,0.524,0.679
4,down.1.res.0,7.359814475265756e-07,0.5060446524613084,0.0,0.524,0.679
4,down.1.res.0,7.496781874966877e-07,0.5060456321965002,0.0,0.524,0.679
4,down.1.res.0,7.636298261282241e-07,0.506046024102722,0.0,0.524,0.679
4,down.1.res.0,7.778411071286482e-07,0.5060467590711112,0.0,0.524,0.6792
4,down.1.res.0,7.923168624866261e-07,0.506044407670215,0.0,0.524,0.6792
4,down.1.res.0,8.070620141149491e-07,0.5060438197319391,0.0,0.524,0.6792
4,down.1.res.0,8.220815755240541e-07,0.5060410760483253,0.0,0.524,0.6792
4,down.1.res.0,8.373806535266489e-07,0.5060450933208909,0.0,0.524,0.6792
4,down.1.res.0,8.529644499741017e-07,0.506044260470071,0.0,0.524,0.6792
4,down.1.res.0,8.688382635251193e-07,0.506041517077938,0.0,0.524,0.6792
4,down.1.res.0,8.850074914473439e-07,0.5060421539817191,0.0,0.524,0.6792
4,down.1.res.0,9.014776314524917e-07,0.5060410271071094,0.0,0.524,0.6792
4,down.1.res.0,9.182542835656282e-07,0.5060433786416006,0.0,0.524,0.6792
4,down.1.res.0,9.353431520292377e-07,0.5060478367980398,0.0,0.524,0.6792
4,down.1.res.0,9.5275004724273e-07,0.506047591812625,0.0,0.524,0.6792
4,down.1.res.0,9.704808877380307e-07,0.5060473958412964,0.0,0.524,0.6791
4,down.1.res.0,9.885417021919574e-07,0.50604475041661,0.0,0.524,0.6792
4,down.1.res.0,1.0069386314760271e-06,0.5060408800648519,0.0,0.524,0.679
4,down.1.res.0,1.0256779307444208e-06,0.5060394105045708,0.0,0.524,0.6791
4,down.1.res.0,1.0447659715608053e-06,0.506040831135781,0.0,0.524,0.679
4,down.1.res.0,1.0642092440647247e-06,0.5060388225905857,0.0,0.524,0.679
4,down.1.res.0,1.084014359178331e-06,0.506037548904473,0.0,0.524,0.679
4,down.1.res.0,1.10418805085416e-06,0.5060319639705864,0.0,0.524,0.679
4,down.1.res.0,1.1247371783647508e-06,0.5060303472951784,0.0,0.524,0.679
4,down.1.res.0,1.1456687286348725e-06,0.5060345603690426,0.0,0.524,0.679
4,down.1.res.0,1.1669898186171475e-06,0.5060382836906864,0.0,0.524,0.6788
4,down.1.res.0,1.1887076977119033e-06,0.5060398513277189,0.0,0.524,0.6788
4,down.1.res.0,1.2108297502320394e-06,0.5060386265706776,0.0,0.524,0.6788
4,down.1.res.0,1.2333634979137747e-06,0.506039214423938,0.0,0.524,0.6788
4,down.1.res.0,1.2563166024741214e-06,0.5060446033136267,0.0,0.524,0.6788
4,down.1.res.0,1.2796968682159416e-06,0.506038626667837,0.0,0.524,0.6788
4,down.1.res.0,1.303512244681509e-06,0.5060424477868991,0.0,0.524,0.6788
4,down.1.res.0,1.327770829355429e-06,0.5060457300303509,0.0,0.524,0.6788
4,down.1.res.0,1.352480870417874e-06,0.5060396553806805,0.0,0.524,0.6788
4,down.1.res.0,1.377650769549055e-06,0.5060419089720148,0.0,0.524,0.6788
4,down.1.res.0,1.4032890847858731e-06,0.5060428395716707,0.0,0.524,0.6788
4,down.1.res.0,1.4294045334317611e-06,0.5060410760361803,0.0,0.524,0.6788
4,down.1.res.0,1.4560059950206485e-06,0.5060419578889406,0.0,0.524,0.6788
4,down.1.res.0,1.483102514336103e-06,0.5060408310872011,0.0,0.524,0.6788
4,down.1.res.0,1.5107033044866557e-06,0.5060397533602722,0.0,0.524,0.6788
4,down.1.res.0,1.5388177500383465e-06,0.5060331396406733,0.0,0.524,0.6789
4,down.1.res.0,1.567455410205595e-06,0.5060340216027363,0.0,0.524,0.679
4,down.1.res.0,1.596626022101425e-06,0.5060326007772086,0.0,0.524,0.679
4,down.1.res.0,1.6263395040481906e-06,0.5060337766173226,0.0,0.524,0.679
4,down.1.res.0,1.6566059589499152e-06,0.5060293674628272,0.0,0.524,0.679
4,down.1.res.0,1.6874356777273756e-06,0.5060302492427184,0.0,0.524,0.679
4,down.1.res.0,1.7188391428171457e-06,0.5060277997893601,0.0,0.524,0.679
