layer,layer_name,gamma,spearman_rho,pval,strict_mono,kendall_tau
0,conv_in,4.546295469532399e-08,0.05291692140930887,0.00018149002906867675,0.289,0.0936
0,conv_in,4.630902801799737e-08,0.05290854378001802,0.0001819193793917743,0.289,0.0927
0,conv_in,4.717084690917022e-08,0.052910797378149875,0.00018180378957679278,0.289,0.093
0,conv_in,4.804870439655134e-08,0.052906143249312844,0.00018204258153185418,0.291,0.0933
0,conv_in,4.8942898961145316e-08,0.052918341589010646,0.00018141733987627953,0.292,0.0933
0,conv_in,4.9853734638738935e-08,0.05292500419933788,0.00018107669201741853,0.29,0.0942
0,conv_in,5.0781521123276706e-08,0.05291407940144103,0.0001816355740364034,0.291,0.0937
0,conv_in,5.172657387216024e-08,0.05292485669518352,0.00018108422714023842,0.289,0.0932
0,conv_in,5.268921421350677e-08,0.05291192329909148,0.00018174606557188372,0.292,0.0933
0,conv_in,5.366976945540476e-08,0.05293137250118873,0.0001807516536753144,0.291,0.0935
0,conv_in,5.4668572997201804e-08,0.05292480758598513,0.00018108673590678067,0.29,0.0937
0,conv_in,5.568596444286409e-08,0.05291873294351248,0.00018139731395135276,0.29,0.0934
0,conv_in,5.6722289716445493e-08,0.05291770368272359,0.00018144998650857085,0.29,0.0932
0,conv_in,5.777790117970507e-08,0.05291731198404003,0.00018147003551666517,0.29,0.0943
0,conv_in,5.885315775191451e-08,0.05291829159460908,0.00018141989827973336,0.291,0.0941
0,conv_in,5.99484250318941e-08,0.052916478685006055,0.00018151269466498105,0.292,0.0945
0,conv_in,6.106407542232036e-08,0.05290957099378187,0.0001818666837726429,0.29,0.0935
0,conv_in,6.220048825634717e-08,0.052916478648176175,0.0001815126965506243,0.289,0.0942
0,conv_in,6.335804992658255e-08,0.05290775834962579,0.00018195968131014153,0.29,0.0938
0,conv_in,6.453715401646702e-08,0.05291108948453682,0.00018178881213617754,0.292,0.094
0,conv_in,6.573820143409585e-08,0.05291329387818132,0.00018167582161739224,0.291,0.094
0,conv_in,6.696160054853215e-08,0.052914371827738865,0.00018162059323295108,0.29,0.0945
0,conv_in,6.820776732865692e-08,0.05290961950485474,0.0001818641955305066,0.29,0.0929
0,conv_in,6.94771254846024e-08,0.05292446336814573,0.00018110432135431725,0.291,0.0936
0,conv_in,7.077010661181889e-08,0.05291466545539475,0.00018160555205320693,0.29,0.0937
0,conv_in,7.208715033782136e-08,0.05291652695344713,0.00018151022339742666,0.29,0.093
0,conv_in,7.342870447166758e-08,0.052918927247831364,0.00018138737201481333,0.29,0.0931
0,conv_in,7.479522515621828e-08,0.05291177485535775,0.00018175367503750362,0.29,0.094
0,conv_in,7.618717702323e-08,0.052910207228788336,0.0001818340523887926,0.291,0.093
0,conv_in,7.760503335133571e-08,0.05291226454508057,0.00018172857388650427,0.291,0.0938
0,conv_in,7.90492762269642e-08,0.05291642854078175,0.00018151526200315023,0.29,0.0949
0,conv_in,8.05203967082547e-08,0.05291407712571193,0.00018163569062503544,0.291,0.0933
0,conv_in,8.201889499202212e-08,0.0529079533018781,0.0001819496771586276,0.291,0.0941
0,conv_in,8.354528058382872e-08,0.05291133351922384,0.0001817763004093765,0.291,0.0942
0,conv_in,8.510007247122247e-08,0.052918534834126264,0.00018140745110844812,0.291,0.0934
0,conv_in,8.668379930019774e-08,0.05291554650724812,0.00018156042688948987,0.29,0.0943
0,conv_in,8.829699955494083e-08,0.052913733830113975,0.00018165327892130618,0.291,0.0935
0,conv_in,8.994022174092053e-08,0.05290893282991182,0.00018189941961341375,0.291,0.0933
0,conv_in,9.161402457138521e-08,0.052916085231198264,0.00018153284005486067,0.29,0.0936
0,conv_in,9.331897715733239e-08,0.05290819784961342,0.00018193712870091157,0.291,0.0929
0,conv_in,9.505565920101191e-08,0.0529121169966152,0.00018173613677414742,0.291,0.0931
0,conv_in,9.682466119303114e-08,0.05291103904328197,0.00018179139837439182,0.29,0.0938
0,conv_in,9.86265846131283e-08,0.052915889021820386,0.00018154288703700944,0.29,0.0933
0,conv_in,1.0046204213468132e-07,0.05291241085285878,0.0001817210748848183,0.293,0.0936
0,conv_in,1.023316578330245e-07,0.05291157794756463,0.00018176376931115882,0.291,0.0938
0,conv_in,1.0423606739764012e-07,0.052914811291990514,0.00018159808195755735,0.29,0.094
0,conv_in,1.061759183482999e-07,0.05290780560616496,0.00018195725625053642,0.292,0.094
0,conv_in,1.0815187025522893e-07,0.05290991211920605,0.00018184918736025628,0.292,0.0939
0,conv_in,1.1016459496336569e-07,0.05290702175289706,0.00018199748510596347,0.292,0.0939
0,conv_in,1.1221477682079802e-07,0.05291951420588308,0.0001813573423406976,0.291,0.0934
0,conv_in,1.1430311291144787e-07,0.0529089812292455,0.0001818969366826111,0.291,0.0934
0,conv_in,1.1643031329208756e-07,0.05291245947438576,0.00018171858285399896,0.29,0.0934
0,conv_in,1.1859710123376706e-07,0.052909960960432385,0.0001818466824104355,0.29,0.094
0,conv_in,1.208042134677329e-07,0.052912361375420644,0.0001817236108171829,0.292,0.0944
0,conv_in,1.2305240043592615e-07,0.05291280230391483,0.0001817010125003159,0.291,0.0938
0,conv_in,1.2534242654613995e-07,0.05291123457579637,0.0001817813731690789,0.29,0.094
0,conv_in,1.2767507043192645e-07,0.052913635094911204,0.00018165833778532802,0.291,0.0942
0,conv_in,1.3005112521734099e-07,0.05290824619308406,0.0001819346481526945,0.29,0.0942
0,conv_in,1.3247139878661174e-07,0.052903983937246886,0.00018215347062939814,0.29,0.0931
0,conv_in,1.3493671405883065e-07,0.05291397789141888,0.00018164077459842203,0.29,0.094
0,conv_in,1.3744790926775367e-07,0.05290368995148565,0.00018216857285415034,0.29,0.0935
0,conv_in,1.400058382468096e-07,0.05290471876769751,0.00018211572709515215,0.291,0.0938
0,conv_in,1.4261137071941298e-07,0.05291113634349823,0.00018178640960130543,0.29,0.0942
0,conv_in,1.4526539259467813e-07,0.05290594347072378,0.0001820528382775903,0.291,0.0942
0,conv_in,1.4796880626863963e-07,0.0529049636328816,0.00018210315157168733,0.29,0.0939
0,conv_in,1.5072253093107556e-07,0.052903640802977624,0.0001821710977572782,0.292,0.0938
0,conv_in,1.5352750287804213e-07,0.05290535552967248,0.0001820830266550552,0.293,0.0944
0,conv_in,1.563846758302248e-07,0.05289942767155403,0.00018238766098605647,0.29,0.0938
0,conv_in,1.592950212572123e-07,0.05290153423409156,0.00018227934930696137,0.291,0.0936
0,conv_in,1.6225952870780872e-07,0.05290452256853413,0.00018212580387032802,0.292,0.0941
0,conv_in,1.6527920614648973e-07,0.05289913364898023,0.00018240278335245942,0.29,0.0933
0,conv_in,1.6835508029612007e-07,0.05290192603185059,0.0001822592111793071,0.292,0.0939
0,conv_in,1.714881969870541e-07,0.0529038856973655,0.00018215851714006843,0.29,0.094
0,conv_in,1.7467962151272458e-07,0.052894185689654045,0.00018265744696675925,0.291,0.0938
0,conv_in,1.7793043899185772e-07,0.052896390142916305,0.00018254394600850693,0.291,0.0938
0,conv_in,1.8124175473742396e-07,0.05289697806110253,0.00018251368699037594,0.29,0.0939
0,conv_in,1.8461469463245456e-07,0.05290114220018003,0.00018229950166585547,0.29,0.094
0,conv_in,1.8805040551285834e-07,0.052895410300009604,0.00018259438711559035,0.291,0.0938
0,conv_in,1.915500555573528e-07,0.05289100123607483,0.00018282152243792113,0.29,0.0936
0,conv_in,1.9511483468466165e-07,0.05289320572995949,0.00018270792356596196,0.291,0.0936
0,conv_in,1.9874595495809857e-07,0.052891638046309634,0.00018278870041406797,0.291,0.0941
0,conv_in,2.0244465099768018e-07,0.05289202990882924,0.00018276850606508644,0.291,0.094
0,conv_in,2.0621218039991447e-07,0.052889825336246234,0.00018288214439525545,0.291,0.0941
0,conv_in,2.1004982416539152e-07,0.052888208655187424,0.00018296552108761172,0.291,0.0942
0,conv_in,2.1395888713434216e-07,0.052889678385896664,0.00018288972155364836,0.292,0.0945
0,conv_in,2.179406984302958e-07,0.0528886985734627,0.00018294025088166484,0.292,0.0942
0,conv_in,2.2199661191199526e-07,0.052889041441110854,0.00018292256756465664,0.29,0.094
0,conv_in,2.2612800663372794e-07,0.052887816668272004,0.00018298574231227486,0.291,0.0939
0,conv_in,2.3033628731421313e-07,0.05288962930851481,0.00018289225218222403,0.29,0.0939
0,conv_in,2.3462288481422625e-07,0.05288889449076117,0.0001829301462970985,0.292,0.0945
