label,n_groups,spearman_rho,p_spearman,kendall_tau,p_kendall,strict_mono
GramMMD_sd_vae_L11_g1.0e-04,100,-0.16469246924692468,0.10154265761896823,-0.11636363636363638,0.08627278208636822,0.5353535353535354
GramMMD_dinov2_vitb14_L3_g1.0e-06,100,0.043936393639363934,0.6642523155554796,0.02747474747474748,0.6854599555160296,0.5050505050505051
CMMD_CLIP-ViT-L14-336,100,-0.05345334533453345,0.5973668470926415,-0.03434343434343435,0.6126602036793729,0.5050505050505051
