backbone,layer,spearman,kendall,spearman_level,mono_strict_rate,mono_partial_rate,mono_strict_n,n_total,score_lv1,score_lv2,score_lv3,score_lv4,score_lv5
DC-AE,8,0.5376519729492587,0.37309338873267595,0.4317331718660034,0.6414814814814814,0.7777777777777778,1299,2025,0.9857990029123095,0.9968580991250497,1.0038967726848744,1.0115978984185208,1.017711934454647
DC-AE,9,0.5292251205689487,0.3667541615082614,0.42323296719726533,0.6148148148148148,0.7654320987654321,1245,2025,0.9866312815524914,0.9969897559542715,1.003919717176461,1.0111334659729474,1.0166454105612672
DC-AE,10,0.6092034391749382,0.4348569857639272,0.4791673707375876,0.6785185185185185,0.8286419753086419,1374,2025,0.9963591156182465,1.002286316730358,1.0060286589905068,1.009693301871971,1.0120697948667738
DC-AE,11,0.6244919421120811,0.44826320702988287,0.49193804109528505,0.6528395061728395,0.8222222222222222,1322,2025,0.9981719321969115,1.0038931724760267,1.0072585543291068,1.0104274206691317,1.0124005805415872
DC-AE,12,0.6314470684061754,0.45245176212597094,0.4989389456751161,0.7051851851851851,0.8449382716049383,1428,2025,0.9986970957708947,1.0038374637968746,1.0068732743204376,1.0098093419899175,1.0118217356411028
DC-AE,14,0.6370196591104246,0.4593779501062171,0.5011602955371881,0.6735802469135802,0.8207407407407408,1364,2025,0.9991786367216228,1.0041615241250874,1.0070737028121948,1.0100587207299692,1.0119168008404014
DC-AE,15,0.641633202390365,0.4637744303880545,0.50256762203109,0.6330864197530864,0.7930864197530865,1282,2025,1.0008718955663987,1.0055023860931396,1.0081027568711174,1.0106136651097992,1.0121758351502594
DC-AE,16,0.6485672403502516,0.4688963476399976,0.510864207707729,0.7066666666666667,0.8409876543209877,1431,2025,1.000382970733407,1.004972303001969,1.007553709436346,1.0101454446933888,1.011829947895474
DC-AE,18,0.6736207129335201,0.4908030282206206,0.5193927457784074,0.7061728395061728,0.8587654320987654,1430,2025,1.0001225357585484,1.0047841413227128,1.0074255115603223,1.0100787329379424,1.011787871843503
DC-AE,19,0.6588278507828138,0.4758432715132628,0.5172500705674344,0.6977777777777778,0.845925925925926,1413,2025,1.0016884041126863,1.006075334607819,1.0083205137723759,1.0105556666998217,1.0120337055347584
DC-AE,20,0.7004801796231283,0.5143115351643296,0.544227765650652,0.7362962962962963,0.88,1491,2025,1.000535232226054,1.005042470384527,1.007449482900125,1.009787338309818,1.0114367547447298
DC-AE,21,0.21140812128929995,0.14355999548547077,0.20197063864759973,0.36790123456790125,0.6232098765432099,745,2025,0.3765990420329718,0.38947761238357165,0.39991811166574925,0.42019553746706173,0.44650095109586363
DINOv2-B,0,0.13691171914998154,0.09844863016090685,0.13442809099968167,0.4103703703703704,0.6034567901234568,831,2025,0.9645237274523134,0.9694394674713229,0.9692368768468316,0.9732138075651946,0.9795754228992226
DINOv2-B,1,0.4200788239117252,0.30046139414954487,0.32864475853915676,0.5096296296296297,0.7130864197530864,1032,2025,0.9887224704836621,0.9970355177220003,1.0002014572826432,1.0036188687512904,1.007250908686791
DINOv2-B,2,0.6220347096626195,0.43930095927318286,0.47390802129281434,0.6760493827160494,0.8232098765432099,1369,2025,0.9962652062781063,1.0020302859942118,1.005013682047526,1.0081666257352004,1.010761981981772
DINOv2-B,3,0.6384587263636362,0.4532152601987755,0.5028456774435907,0.7195061728395061,0.8553086419753086,1457,2025,0.9970067098994314,1.0025048341868836,1.0055602430708614,1.0087537227736578,1.0110376236173841
DINOv2-B,4,0.6234568098869837,0.44203651823187246,0.4994692888717281,0.7995061728395062,0.8711111111111111,1619,2025,0.9964870180318385,1.0013375483324498,1.0043739906652474,1.007814260824227,1.0102811146959847
DINOv2-B,5,0.6263840783903489,0.44453542566174,0.5031383376783892,0.788641975308642,0.8770370370370371,1597,2025,0.9946148025842361,0.9989846546561629,1.002356487998256,1.0060693967195204,1.0089241044315291
DINOv2-B,6,0.6186494203519376,0.43652287842762116,0.48268589515905663,0.788641975308642,0.8809876543209877,1597,2025,0.9928565171029833,0.9968433741286948,1.000197338645841,1.0040649802007793,1.0075817227069241
DINOv2-B,7,0.6124695715895986,0.4305591326177515,0.47849666062459295,0.7841975308641975,0.8918518518518519,1588,2025,0.9917408476935493,0.9953288583107937,0.9985152738182633,1.0022603372291283,1.0058941298649635
DINOv2-B,8,0.5950643518008485,0.41754070642738045,0.46442331848239654,0.7851851851851852,0.9002469135802469,1590,2025,0.9906397738574464,0.9938159878754321,0.9966825702749653,1.0004125525627607,1.004300243354138
DINOv2-B,9,0.527023974888088,0.3638447435517844,0.41806641896008845,0.731358024691358,0.8874074074074074,1481,2025,0.9893915835427649,0.9921510722313398,0.994781476509424,0.9982967692245672,1.0022096721036935
DINOv2-B,10,0.5543767016487443,0.3857316798292972,0.4409501862777242,0.7738271604938272,0.9032098765432098,1567,2025,0.9887893837469596,0.9911539136921917,0.9934623878384814,0.9967832970030513,1.0007121069637346
DINOv2-B,11,0.4900964548531866,0.3386417166595227,0.39302593589870205,0.7377777777777778,0.8834567901234568,1494,2025,0.9874981694162628,0.9893646401240502,0.9912857604321138,0.994244243245066,0.9981314504293748
DINOv2-B,12,0.5949029707829336,0.42201187461372014,0.4749397527005746,0.7491358024691358,0.8893827160493827,1517,2025,0.9879644463680408,0.9897201372370308,0.9916053796403203,0.9947252452815021,0.9991718908886851
DINOv2-B,13,0.5745938203560065,0.40512865941804754,0.4559917513869342,0.7525925925925926,0.8874074074074074,1524,2025,0.9884382503415331,0.9903609566335325,0.9923267929053601,0.9955284845387494,0.9998612506595659
CMMD,-1,0.4222247591279158,0.2900535156541249,0.30233620598379723,0.3441975308641975,0.682962962962963,697,2025,0.7675658780262794,0.7799804697507693,0.7891017488491388,0.8032388673299624,0.8234425773738343
