backbone,layer,spearman,kendall,spearman_level,mono_strict_rate,mono_partial_rate,mono_strict_n,n_total,score_lv1,score_lv2,score_lv3,score_lv4,score_lv5
SD-VAE,0,0.11223663472090377,0.0759647177603246,0.08578933486054008,0.29530864197530865,0.4365432098765432,598,2025,0.4333417576036335,0.4796019419328666,0.5059125889377829,0.543303455894376,0.5840754041554015
SD-VAE,1,0.28435582579527746,0.19245564569652357,0.2223532607094154,0.4162962962962963,0.5866666666666667,843,2025,0.41095672919426435,0.4425972183545431,0.47832538021935356,0.535162408410767,0.6151983369132619
SD-VAE,2,0.3104801059068879,0.2106203571428052,0.24528578332303858,0.4069135802469136,0.6202469135802469,824,2025,0.4100669816393911,0.44502467959015457,0.4846936879923314,0.5506273362077313,0.6523304918960289
SD-VAE,3,0.2190940867902659,0.14729954375990814,0.17397119283265258,0.3782716049382716,0.5446913580246914,766,2025,0.4109873586230808,0.4390528570281135,0.46915355496936373,0.5218406064716387,0.6015876734992605
SD-VAE,4,0.2959894641412822,0.20136087281497775,0.24835124079675341,0.43604938271604937,0.6330864197530864,883,2025,0.4048251955008801,0.4252959410938216,0.45557385582982757,0.5116589044641565,0.6070799902633385
SD-VAE,5,0.352476337189808,0.2415046950407365,0.29470037479270006,0.4330864197530864,0.6548148148148148,877,2025,0.409614714310493,0.4386202844867,0.4761753374853252,0.5417246141551454,0.6478472342608887
SD-VAE,6,0.2691613722240014,0.18228903261758259,0.23080323802644537,0.41333333333333333,0.6222222222222222,837,2025,0.40696621150146295,0.43550222352699,0.4640085773409149,0.5119954616346477,0.5883200837064673
SD-VAE,7,0.3241273469152149,0.22124327029878707,0.27046451605716765,0.4474074074074074,0.6602469135802469,906,2025,0.3946012281782833,0.4145862968762716,0.44030099468466677,0.487994975131235,0.5716985055841045
SD-VAE,8,0.35783971674521575,0.24473638755644142,0.2987080850114436,0.454320987654321,0.6760493827160494,920,2025,0.4093976000208914,0.43915994494049637,0.47122886189708,0.5270423063819791,0.6194949433538649
SD-VAE,9,0.3019382850434214,0.20516263873136098,0.26360476794462845,0.43851851851851853,0.6582716049382716,888,2025,0.40153134908205196,0.4298329649442508,0.45892452083987956,0.5095678505779785,0.5952468368447857
SD-VAE,10,0.2911228060630638,0.19774796383562712,0.2609210261720268,0.45135802469135805,0.6641975308641975,914,2025,0.3975003770840021,0.42167328928723746,0.44779276921425337,0.49427564214777064,0.5733327760519805
SD-VAE,11,0.288343829799558,0.1957504580869454,0.26078404291679746,0.45728395061728394,0.6711111111111111,926,2025,0.39498870678889897,0.41832643641365896,0.4437968483677617,0.4899806708759732,0.5700063590355862
SD-VAE,12,0.2796707531697701,0.19002048316072784,0.25350543617059274,0.46074074074074073,0.671604938271605,933,2025,0.39747818113845074,0.42072231698919227,0.4465517368140044,0.4928510409519996,0.5755399730470445
SD-VAE,13,0.2905017232013948,0.19760055083399397,0.2615283473133211,0.4587654320987654,0.6730864197530865,929,2025,0.3958846624692281,0.4183937201676545,0.4442237072520786,0.4915260737913626,0.5761950729217058
SD-VAE,14,0.29745357972053577,0.20213457619437294,0.2655276110636793,0.4567901234567901,0.6720987654320988,925,2025,0.39912095493740507,0.4196120027848232,0.44427487735395077,0.49056152317259044,0.5739023330770893
SD-VAE,15,0.3412590459738742,0.23314142959982573,0.2875164353600443,0.5160493827160494,0.7283950617283951,1045,2025,0.40006022688783244,0.42125451485315957,0.44796323384767694,0.496284063068437,0.5779278291007619
SD-VAE,16,0.1547305836674104,0.10420478207889045,0.13884797222135783,0.37580246913580245,0.562962962962963,761,2025,0.42999196579426896,0.45683451393504204,0.48457883093092174,0.5286782808657046,0.5978043363418108
