layer,layer_name,gamma,spearman_rho,pval
3,relu2_2,5.391774640387494e-06,-0.4567552902875747,2.9023090265633896e-06
3,relu2_2,5.492116483887789e-06,-0.4564161692892025,2.958181162557297e-06
3,relu2_2,5.594325706169378e-06,-0.4568909386869236,2.880240297956395e-06
3,relu2_2,5.698437059469136e-06,-0.45477482365708094,3.2432486856016064e-06
3,relu2_2,5.804485942768984e-06,-0.45562940857297896,3.091739034909848e-06
3,relu2_2,5.912508413831869e-06,-0.4563754747693978,2.9649536257539442e-06
3,relu2_2,6.022541201461928e-06,-0.45619913185024424,2.9944704220793085e-06
3,relu2_2,6.134621717992506e-06,-0.4557243624525231,3.075323191417651e-06
3,relu2_2,6.248788072006888e-06,-0.4558735756918069,3.049692949812332e-06
3,relu2_2,6.365079081295578e-06,-0.45611774281063494,3.0081868937679968e-06
3,relu2_2,6.483534286054714e-06,-0.4566467715680956,2.920078820314755e-06
3,relu2_2,6.604193962330305e-06,-0.4572571893651656,2.821443212829589e-06
3,relu2_2,6.727099135712336e-06,-0.45720448048445383,2.8298346200822475e-06
3,relu2_2,6.852291595284057e-06,-0.4573657080846447,2.8042406214812202e-06
3,relu2_2,6.979813907830667e-06,-0.458179598480738,2.678341493549853e-06
3,relu2_2,7.109709432312424e-06,-0.45870862723819866,2.5993894909087467e-06
3,relu2_2,7.242022334607315e-06,-0.4591020075963105,2.54211169162493e-06
3,relu2_2,7.376797602527731e-06,-0.4584644601193707,2.6355518248698037e-06
3,relu2_2,7.514081061116962e-06,-0.458667932718394,2.6053838322820686e-06
3,relu2_2,7.653919388230155e-06,-0.458667932718394,2.6053838322820686e-06
3,relu2_2,7.796360130405221e-06,-0.45915626695605,2.5343054799910714e-06
3,relu2_2,7.94145171902934e-06,-0.4584644601193707,2.6355518248698037e-06
3,relu2_2,8.089243486805938e-06,-0.45929191535539887,2.5148888623347926e-06
3,relu2_2,8.239785684528512e-06,-0.45812533912099845,2.6865659168474275e-06
3,relu2_2,8.393129498166374e-06,-0.45812533912099845,2.6865659168474275e-06
3,relu2_2,8.549327066268366e-06,-0.4581117742810636,2.688625744981624e-06
3,relu2_2,8.708431497690725e-06,-0.4584508952794358,2.6375747062695914e-06
3,relu2_2,8.870496889654403e-06,-0.4573792729245796,2.8020972724664874e-06
3,relu2_2,9.035578346138921e-06,-0.4573792729245796,2.8020972724664874e-06
3,relu2_2,9.20373199661823e-06,-0.45756918068366803,2.7722522924274195e-06
3,relu2_2,9.37501501514529e-06,-0.4581660336408031,2.6803953680075724e-06
3,relu2_2,9.549485639791967e-06,-0.4588985349972871,2.57158767025378e-06
3,relu2_2,9.727203192450538e-06,-0.45850515463917535,2.6294919659011935e-06
3,relu2_2,9.908228099003787e-06,-0.45850515463917535,2.6294919659011935e-06
3,relu2_2,1.0092621909870484e-05,-0.45908844275637556,2.5440667891230146e-06
3,relu2_2,1.0280447320933097e-05,-0.45908844275637556,2.5440667891230146e-06
3,relu2_2,1.0471768194855202e-05,-0.4597938144329898,2.444261878749941e-06
3,relu2_2,1.0666649582795388e-05,-0.46045849158979935,2.353608470136857e-06
3,relu2_2,1.0865157746525373e-05,-0.4614894194248509,2.2192602725976795e-06
3,relu2_2,1.1067360180959745e-05,-0.4612588171459578,2.2486673692530967e-06
3,relu2_2,1.1273325637104872e-05,-0.4613266413456322,2.239980232431284e-06
3,relu2_2,1.148312414543511e-05,-0.4610010851871949,2.281969606186976e-06
3,relu2_2,1.1696827039703846e-05,-0.4604720564297342,2.3517918966352657e-06
3,relu2_2,1.1914506981197747e-05,-0.46016006511123175,2.3939099803988948e-06
3,relu2_2,1.2136237983442418e-05,-0.4601736299511667,2.3920640415756354e-06
3,relu2_2,1.2362095437367691e-05,-0.46068909386869245,2.3229062138588916e-06
3,relu2_2,1.259215613694151e-05,-0.4602143244709713,2.3865342877635417e-06
3,relu2_2,1.28264983052806e-05,-0.460499186109604,2.3481627216890287e-06
3,relu2_2,1.3065201621247199e-05,-0.46177428106348356,2.1834353409630155e-06
3,relu2_2,1.330834724654076e-05,-0.4610824742268042,2.271403108824558e-06
3,relu2_2,1.355601785329369e-05,-0.460743353228432,2.3157373330781743e-06
3,relu2_2,1.3808297652180924e-05,-0.4606483993488878,2.328296625277304e-06
3,relu2_2,1.4065272421052364e-05,-0.4597938144329898,2.444261878749941e-06
3,relu2_2,1.4327029534098295e-05,-0.45961747151383625,2.468860545612742e-06
3,relu2_2,1.4593657991557576e-05,-0.4612588171459578,2.2486673692530967e-06
3,relu2_2,1.4865248449978572e-05,-0.4621540965816604,2.136518038914015e-06
3,relu2_2,1.514189325304352e-05,-0.4607569180683669,2.3139483809189597e-06
3,relu2_2,1.5423686462966275e-05,-0.46045849158979935,2.353608470136857e-06
3,relu2_2,1.5710723892474488e-05,-0.4602414541508411,2.382854494928259e-06
3,relu2_2,1.6003103137387017e-05,-0.4610960390667391,2.269646525551543e-06
3,relu2_2,1.630092360979741e-05,-0.4600651112316876,2.4068692722912655e-06
3,relu2_2,1.6604286571875295e-05,-0.459400434074878,2.4994567990138986e-06
3,relu2_2,1.691329517029647e-05,-0.45960390667390133,2.4707624022123447e-06
3,relu2_2,1.7228054471313922e-05,-0.46053988062940865,2.3427288758379725e-06
3,relu2_2,1.754867149648152e-05,-0.46043136190992956,2.3572455937274355e-06
3,relu2_2,1.7875255259042355e-05,-0.46045849158979935,2.353608470136857e-06
3,relu2_2,1.8207916800994626e-05,-0.46177428106348356,2.1834353409630155e-06
3,relu2_2,1.8546769230846977e-05,-0.4617471513836138,2.186823555297593e-06
3,relu2_2,1.8891927762076646e-05,-0.4617471513836138,2.186823555297593e-06
3,relu2_2,1.924350975230332e-05,-0.4625610417797071,2.0873072481193083e-06
3,relu2_2,1.9601634743191856e-05,-0.4623033098209442,2.1183481657120907e-06
3,relu2_2,1.9966424501097934e-05,-0.4630358111774282,2.031248433127547e-06
3,relu2_2,2.03380030584698e-05,-0.4634020618556702,1.988978351210712e-06
3,relu2_2,2.071649675602067e-05,-0.46502984264785685,1.8109684067943418e-06
3,relu2_2,2.1102034285685967e-05,-0.4648670645686382,1.8280674860333525e-06
3,relu2_2,2.1494746734379807e-05,-0.46540965816603375,1.7716566294688508e-06
3,relu2_2,2.189476762856621e-05,-0.4665626695604993,1.6572002925119065e-06
3,relu2_2,2.2302232979659363e-05,-0.46649484536082486,1.6637347168738417e-06
3,relu2_2,2.2717281330269027e-05,-0.46517905588714065,1.7954271620087872e-06
3,relu2_2,2.314005380130654e-05,-0.46450081389039616,1.8671000477424194e-06
3,relu2_2,2.3570694139967276e-05,-0.46417525773195883,1.9024557322626598e-06
3,relu2_2,2.4009348768606518e-05,-0.4632935431361911,2.0014153594935237e-06
3,relu2_2,2.445616683452444e-05,-0.4628594682582746,2.051902116260397e-06
3,relu2_2,2.491130026067791e-05,-0.46319858925664686,2.0123579914589256e-06
3,relu2_2,2.5374903797335716e-05,-0.46345632121540975,1.982787269501176e-06
3,relu2_2,2.584713507469564e-05,-0.46345632121540975,1.982787269501176e-06
3,relu2_2,2.63281546564802e-05,-0.46235756918068377,2.111777211816611e-06
3,relu2_2,2.6818126094530128e-05,-0.46393109061313087,1.929386740686377e-06
3,relu2_2,2.731721598441379e-05,-0.46488062940857305,1.8266367545050533e-06
3,relu2_2,2.782559402207126e-05,-0.465626695604992,1.7495563941674548e-06
3,relu2_2,2.8343433061513092e-05,-0.4642566467715682,1.8935579612110931e-06
3,relu2_2,2.8870909173592348e-05,-0.46403960933260996,1.9173732231319334e-06
3,relu2_2,2.9408201705870607e-05,-0.4632935431361911,2.0014153594935237e-06
3,relu2_2,2.9955493343598162e-05,-0.4631714595767771,2.0154948267567868e-06
3,relu2_2,3.051297017182871e-05,-0.46319858925664686,2.0123579914589256e-06
3,relu2_2,3.1080821738690636e-05,-0.46482637004883354,1.8323660389430448e-06
3,relu2_2,3.165924111983521e-05,-0.4653960933260988,1.7730466202153765e-06
3,relu2_2,3.224842498408439e-05,-0.4642566467715682,1.8935579612110931e-06
3,relu2_2,3.284857366030047e-05,-0.46513836136733594,1.7996531334936053e-06
3,relu2_2,3.345989120549975e-05,-0.46456863809007065,1.8598128728446025e-06
3,relu2_2,3.408258547423452e-05,-0.4626288659793815,2.0792103034038663e-06
3,relu2_2,3.4716868189265594e-05,-0.4633749321758004,1.992080738196195e-06
3,relu2_2,3.536295501355039e-05,-0.4645822029300055,1.8583586674628954e-06
3,relu2_2,3.602106562357074e-05,-0.46295442213781884,2.0407563714724642e-06
3,relu2_2,3.669142378402494e-05,-0.461109603906674,2.267891225536047e-06
3,relu2_2,3.7374257423910643e-05,-0.4602414541508411,2.382854494928259e-06
3,relu2_2,3.806979871402284e-05,-0.45984807379272935,2.4367397452413607e-06
3,relu2_2,3.877828414589453e-05,-0.45870862723819866,2.5993894909087467e-06
3,relu2_2,3.949995461220647e-05,-0.45789473684210535,2.7217864529494773e-06
3,relu2_2,4.023505548869293e-05,-0.4575013564839936,2.782876597878734e-06
3,relu2_2,4.098383671757261e-05,-0.45740640260444937,2.7978152128512447e-06
3,relu2_2,4.174655289253135e-05,-0.45743353228431916,2.7935393308197845e-06
3,relu2_2,4.252346334528678e-05,-0.4568638090070538,2.8846413327831e-06
3,relu2_2,4.331483223376403e-05,-0.4561313076505698,3.0058967049510086e-06
3,relu2_2,4.41209286319119e-05,-0.4558057514921325,3.06131796868533e-06
3,relu2_2,4.494202662119142e-05,-0.45562940857297896,3.091739034909848e-06
3,relu2_2,4.577840538376616e-05,-0.4532555615843734,3.5300406962523314e-06
3,relu2_2,4.6630349297427265e-05,-0.45208898534997294,3.766316790421015e-06
3,relu2_2,4.7498148032285043e-05,-0.4507731958762887,4.0506877740907426e-06
3,relu2_2,4.838209664925957e-05,-0.448304395008139,4.639685837617597e-06
3,relu2_2,4.9282495700405135e-05,-0.44819587628865987,4.66734261389482e-06
3,relu2_2,5.0199651331100794e-05,-0.4476532826912643,4.8079723269103675e-06
3,relu2_2,5.113387538414321e-05,-0.4462425393380359,5.192525883889222e-06
3,relu2_2,5.2085485505776655e-05,-0.445008138903961,5.552600195636635e-06
3,relu2_2,5.305480525369574e-05,-0.44461475854584925,5.672204154412508e-06
3,relu2_2,5.404216420705915e-05,-0.44475040694519813,5.6306900065949065e-06
3,relu2_2,5.5047898078549675e-05,-0.4403282691264244,7.1426998981299345e-06
3,relu2_2,5.607234882852027e-05,-0.4387683125339122,7.761754194226659e-06
3,relu2_2,5.711586478126435e-05,-0.4382799782962562,7.965690833400257e-06
3,relu2_2,5.8178800743449355e-05,-0.43768312533912107,8.221791090530223e-06
3,relu2_2,5.926151812475552e-05,-0.4362995116657624,8.845566735770373e-06
3,relu2_2,6.0364385060758635e-05,-0.4349294628323387,9.506857065247747e-06
3,relu2_2,6.148777653810017e-05,-0.43483450895279446,9.554369518122957e-06
3,relu2_2,6.263207452198692e-05,-0.4334644601193707,1.026522932617924e-05
3,relu2_2,6.379766808606283e-05,-0.4321893651654911,1.0971200806417986e-05
3,relu2_2,6.498495354469889e-05,-0.43316603364080314,1.0426523759119142e-05
3,relu2_2,6.619433458774387e-05,-0.43288117200217047,1.0582705085371537e-05
3,relu2_2,6.742622241778336e-05,-0.4326234400434076,1.072590318980047e-05
3,relu2_2,6.868103588995308e-05,-0.4317417254476398,1.1229676095502166e-05
3,relu2_2,6.995920165435375e-05,-0.4294763971785134,1.2627764146296908e-05
3,relu2_2,7.126115430111745e-05,-0.4316196418882258,1.1301155604545766e-05
3,relu2_2,7.258733650817246e-05,-0.43011394465545316,1.2218602819251643e-05
3,relu2_2,7.393819919175873e-05,-0.4283640803038525,1.3372573288168961e-05
3,relu2_2,7.531420165974376e-05,-0.42839120998372227,1.3353926796123327e-05
3,relu2_2,7.671581176779303e-05,-0.4264514378730332,1.4750501926131516e-05
3,relu2_2,7.814350607844543e-05,-0.4249050461204559,1.596080147373991e-05
3,relu2_2,7.959777002314978e-05,-0.42227346717308745,1.8236942328074034e-05
3,relu2_2,8.107909806731695e-05,-0.42067281606077056,1.9766626498342787e-05
3,relu2_2,8.258799387844272e-05,-0.4196554530656539,2.08005049934301e-05
3,relu2_2,8.412497049736118e-05,-0.41813619099294635,2.24391075394003e-05
3,relu2_2,8.569055051268347e-05,-0.4176207270754206,2.3021988615978288e-05
3,relu2_2,8.728526623848371e-05,-0.4176207270754206,2.3021988615978288e-05
3,relu2_2,8.890965989529168e-05,-0.41475854584915905,2.6524893338957942e-05
3,relu2_2,9.056428379445294e-05,-0.4139582202930006,2.759012185198311e-05
3,relu2_2,9.224970052592174e-05,-0.41466359196961483,2.664923391529475e-05
3,relu2_2,9.39664831495469e-05,-0.4141074335322844,2.7388533733887978e-05
3,relu2_2,9.571521538991856e-05,-0.412086272381986,3.023993578878946e-05
3,relu2_2,9.749649183484096e-05,-0.41211340206185576,3.0199889073261233e-05
3,relu2_2,9.9310918137498e-05,-0.4106348345089529,3.24562845227603e-05
3,relu2_2,0.00010115911122238297,-0.4085322843190451,3.593735839752357e-05
3,relu2_2,0.00010304169949505875,-0.4060906131307651,4.041663771308047e-05
3,relu2_2,0.00010495932305582266,-0.40564297341291383,4.1292371765541295e-05
3,relu2_2,0.00010691263391734771,-0.4044085729788389,4.3799912660509265e-05
3,relu2_2,0.00010890229622637306,-0.4018176885512752,4.9532009159781765e-05
3,relu2_2,0.00011092898648952228,-0.39981009224091163,5.444668842028027e-05
3,relu2_2,0.00011299339380332217,-0.3943841562669561,7.009787014873486e-05
3,relu2_2,0.00011509622008850311,-0.3926342919153555,7.597835291329894e-05
3,relu2_2,0.00011723818032865997,-0.3899348887683126,8.595599428862504e-05
3,relu2_2,0.00011942000281335325,-0.3875203472599024,9.589951811815512e-05
3,relu2_2,0.0001216424293857368,-0.38624525230602286,0.0001015719434904514
3,relu2_2,0.00012390621569479155,-0.38368149755832887,0.00011393198757533114
3,relu2_2,0.0001262121314522546,-0.38324742268041245,0.00011615796438551535
3,relu2_2,0.00012856096069432965,-0.38332881172002176,0.00011573754438440301
3,relu2_2,0.00013095350204826676,-0.38023602821486713,0.0001327470895137919
3,relu2_2,0.00013339056900390586,-0.3767769940314705,0.00015450008358475656
3,relu2_2,0.0001358729901902709,-0.37550189907759096,0.00016331937574468958
3,relu2_2,0.00013840160965731301,-0.3739962018448183,0.0001743328682236921
3,relu2_2,0.00014097728716289676,-0.3702658708627239,0.000204645952823813
3,relu2_2,0.00014360089846512608,-0.3676207270754206,0.0002290157961999663
3,relu2_2,0.000146273335620113,-0.3648263700488335,0.0002576501186827329
3,relu2_2,0.00014899550728528536,-0.3655181768855128,0.00025026870508134964
3,relu2_2,0.00015176833902834038,-0.3635377102550191,0.0002719378538365911
3,relu2_2,0.00015459277364194784,-0.36291372761801416,0.00027911550028837667
3,relu2_2,0.00015746977146430867,-0.358179598480738,0.00033953101337773036
3,relu2_2,0.000160400310705682,-0.35522246337493224,0.0003831509232785436
3,relu2_2,0.00016338538778098603,-0.35412371134020626,0.00040063058518139706
3,relu2_2,0.0001664260176485902,-0.3521432447097125,0.0004340000427053558
3,relu2_2,0.00016952323415541214,-0.34945740640260453,0.000483338183581986
3,relu2_2,0.0001726780903884356,-0.3485214324470972,0.0005017067372111804
3,relu2_2,0.00017589165903277327,-0.3488605534454694,0.0004949787516671783
3,relu2_2,0.00017916503273638994,-0.34894194248507876,0.0004933763996484649
3,relu2_2,0.00018249932448161505,-0.34782962561041786,0.0005156926496808758
3,relu2_2,0.00018589566796356884,-0.34643244709712434,0.0005450348408424696
3,relu2_2,0.00018935521797562954,-0.34481823114487253,0.0005808358141733423
3,relu2_2,0.00019287915080207777,-0.3395686380900706,0.0007126782109656362
3,relu2_2,0.00019646866461804445,-0.33821215409658173,0.000750929956017809
3,relu2_2,0.00020012497989690348,-0.33927021161150306,0.0007209374140216834
3,relu2_2,0.00020384933982524643,-0.3339256646771569,0.0008844655511663414
3,relu2_2,0.00020764301072557747,-0.32830982094411293,0.001092148616812982
3,relu2_2,0.00021150728248687948,-0.3263157894736843,0.00117596522549814
3,relu2_2,0.00021544346900318823,-0.32470157352143253,0.0012480541882214395
3,relu2_2,0.00021945290862033113,-0.3218936516549105,0.0013830792018669404
3,relu2_2,0.00022353696459097966,-0.3184346174715139,0.00156757303072455
3,relu2_2,0.000227697025538168,-0.31751220835594146,0.0016203996517074558
3,relu2_2,0.00023193450592744275,-0.3140938686923495,0.001830521486807019
3,relu2_2,0.0002362508465477945,-0.31086543678784595,0.0020512725638141705
3,relu2_2,0.00024064751500154217,-0.3120455778621813,0.0019679348884625992
3,relu2_2,0.000245126006203334,-0.30565653825284866,0.0024584679766527966
3,relu2_2,0.00024968784288843267,-0.30242810634834516,0.0027460253469343884
3,relu2_2,0.00025433457613046484,-0.29857569180683674,0.003128483417339533
3,relu2_2,0.0002590677858688006,-0.2944926749864352,0.003585365710139961
3,relu2_2,0.0002638890814457513,-0.29146771568095503,0.003961438095797112
3,relu2_2,0.00026880010215376074,-0.2850786760716224,0.004873646791521352
3,relu2_2,0.00027380251779278577,-0.281958762886598,0.0053836078391892766
3,relu2_2,0.000278898029238044,-0.27946283233857844,0.0058251467964552765
3,relu2_2,0.0002840883690183301,-0.2779435702658709,0.00610937155567177
3,relu2_2,0.00028937530190509535,-0.27206999457406406,0.007327191126155949
3,relu2_2,0.00029476062551248586,-0.267688551275095,0.008370475066690931
3,relu2_2,0.00030024617090855494,-0.2635784047748237,0.009465794133699032
3,relu2_2,0.00030583380323784314,-0.2606755290287575,0.010313329571980027
3,relu2_2,0.0003115254223555485,-0.2573521432447098,0.011364577716421706
3,relu2_2,0.00031732296347349796,-0.25672816060770487,0.011572065204332745
3,relu2_2,0.0003232283978181381,-0.2532419967444385,0.012793226623331403
3,relu2_2,0.0003292437333007769,-0.24941671188279982,0.014260856934070814
3,relu2_2,0.0003353710152002929,-0.24757189365165497,0.015019432807415651
3,relu2_2,0.0003416123268585525,-0.24336679327183944,0.01688036962138621
3,relu2_2,0.0003479697903887695,-0.23986706456863813,0.01857779331295022
3,relu2_2,0.0003544455673970436,-0.23680141074335329,0.020183446967384125
3,relu2_2,0.0003610418597173337,-0.2337628865979382,0.021891027968547836
3,relu2_2,0.00036776091016010306,-0.22995116657623443,0.024206736981510137
3,relu2_2,0.00037460500327489893,-0.22029300054259365,0.031027728601756455
3,relu2_2,0.00038157646612712524,-0.21772924579489966,0.03308969627290748
3,relu2_2,0.00038867766908926677,-0.21310363537710258,0.03710208042173745
3,relu2_2,0.00039591102664684585,-0.20834237655995663,0.041649985631059004
3,relu2_2,0.0004032789982193705,-0.2019669017905589,0.04845829823660718
3,relu2_2,0.00041078408899656427,-0.19818231144872495,0.05291785598043878
3,relu2_2,0.00041842885079015847,-0.19548290830168208,0.056300575583888575
3,relu2_2,0.0004262158829015325,-0.1926614215952252,0.06002356076875335
3,relu2_2,0.00043414783300550926,-0.18571622354856215,0.0700483116041506
3,relu2_2,0.00044222739805058973,-0.18174172544763975,0.07636771289884674
3,relu2_2,0.0004504573251759454,-0.1778214867064569,0.08304109944673693
3,relu2_2,0.00045884041264547613,-0.17620727075420514,0.08592064461763449
3,relu2_2,0.00046737951079924635,-0.1676749864351601,0.1024826976797597
3,relu2_2,0.0004760775230226368,-0.16250678241996747,0.11366966822945158
3,relu2_2,0.00048493740673352334,-0.1587493217580033,0.12238055637313089
3,relu2_2,0.0004939621743878316,-0.15758274552360285,0.12518689125996899
3,relu2_2,0.0005031548945038057,-0.15352685838307112,0.13532885802442943
3,relu2_2,0.0005125186927053333,-0.14610689093868695,0.15548206770584153
3,relu2_2,0.0005220567527846976,-0.140735214324471,0.17141468705013319
3,relu2_2,0.0005317723177850966,-0.13388497015735218,0.19343680902540736
3,relu2_2,0.0005416686911033147,-0.12958491589799243,0.20826559520731114
3,relu2_2,0.0005517492376129129,-0.1274552360282149,0.2159027982075303
3,relu2_2,0.0005620173848083188,-0.1259902333152469,0.2212703078152736
3,relu2_2,0.0005724766239702179,-0.1239283776451438,0.22898295055179832
3,relu2_2,0.0005831305113526219,-0.12193434617471516,0.23661912825586043
3,relu2_2,0.000593982669392035,-0.11771568095496475,0.253353752107507
3,relu2_2,0.0006050367879391225,-0.11431090613130768,0.26743809236128546
3,relu2_2,0.0006162966255132943,-0.11177428106348347,0.27826928502457526
3,relu2_2,0.00062776601058065,-0.10979381443298972,0.28692720826560125
3,relu2_2,0.0006394488428556937,-0.10983450895279438,0.28674752472819837
3,relu2_2,0.0006513490946272796,-0.10610417797069997,0.3035295313897088
3,relu2_2,0.0006634708121092351,-0.10246880086814977,0.32049003947644455
3,relu2_2,0.000675818116816111,-0.0996608790016278,0.3339992850160831
3,relu2_2,0.0006883952069645496,-0.09928106348345092,0.3358539690464447
3,relu2_2,0.0007012063589007177,-0.09792457948996204,0.3425309615336443
3,relu2_2,0.0007142559285543119,-0.0970021703743896,0.34711867618631637
3,relu2_2,0.0007275483529196233,-0.0976125881714596,0.3440784009335175
3,relu2_2,0.0007410881515641569,-0.0966359196961476,0.3489508896243402
3,relu2_2,0.0007548799281653432,-0.09587628865979383,0.3527702618943815
3,relu2_2,0.0007689283720758305,-0.09694791101465004,0.3473897344536308
3,relu2_2,0.0007832382599179204,-0.0988062940857298,0.338181478007035
3,relu2_2,0.0007978144572076629,-0.09926749864351603,0.33592032817303885
3,relu2_2,0.0008126619200091946,-0.10008138903960935,0.3319534810943739
3,relu2_2,0.0008277856966198472,-0.1012344004340749,0.3263849934799312
3,relu2_2,0.0008431909292866251,-0.10080032555615846,0.32847431509274705
3,relu2_2,0.0008588828559546258,-0.10217037438958222,0.321908877768687
3,relu2_2,0.0008748668120479914,-0.09989148128052092,0.3328764038811396
3,relu2_2,0.0008911482322840202,-0.09862995116657626,0.3390485708678717
3,relu2_2,0.0009077326525210223,-0.09865708084644603,0.33891508069009973
3,relu2_2,0.0009246257116405734,-0.09617471513836139,0.3512667015820698
3,relu2_2,0.0009418331534647961,-0.0954422137818774,0.35496439839251337
3,relu2_2,0.0009593608287093146,-0.0947097124253934,0.3586861748887067
3,relu2_2,0.0009772146969725724,-0.09517091698317962,0.35634002819869054
3,relu2_2,0.0009954008287621518,-0.09477753662506784,0.35834055524361696
3,relu2_2,0.0010139254075588143,-0.09304123711340208,0.3672532636713817
3,relu2_2,0.0010327947319189526,-0.09629679869777538,0.35065276204851337
3,relu2_2,0.0010520152176161591,-0.09500813890396095,0.35716699090592874
3,relu2_2,0.001071593399822671,-0.09807379272924581,0.3417924319183861
3,relu2_2,0.0010915359353313911,-0.09801953336950626,0.3420608720712901
3,relu2_2,0.0011118496048192698,-0.09907759088442758,0.33685022771236023
3,relu2_2,0.0011325413151528126,-0.09960661964188824,0.33426384122917085
3,relu2_2,0.0011536181017364785,-0.10103092783505156,0.32736330270816133
3,relu2_2,0.0011750871309048076,-0.09985078676071624,0.33307438491834634
3,relu2_2,0.0011969557023590429,-0.09891481280520892,0.33764857948683297
3,relu2_2,0.0012192312516491094,-0.10189907759088444,0.32320222587875197
3,relu2_2,0.0012419213527017847,-0.10374389582202932,0.31447311207749123
3,relu2_2,0.0012650337203959038,-0.10450352685838309,0.31092352788817673
3,relu2_2,0.0012885762131855181,-0.10443570265870865,0.3112393933761611
3,relu2_2,0.0013125568357718427,-0.10294357026587088,0.3182410989644158
3,relu2_2,0.0013369837418249451,-0.1024552360282149,0.32055444474037953
3,relu2_2,0.0013618652367560827,-0.10189907759088444,0.32320222587875197
3,relu2_2,0.001387209780541621,-0.102685838307108,0.3194606871927686
3,relu2_2,0.0014130259905995337,-0.10218393922951712,0.3218442977370185
3,relu2_2,0.0014393226447194064,-0.10221106890938689,0.32171516263894695
3,relu2_2,0.001466108684046983,-0.10218393922951712,0.3218442977370185
3,relu2_2,0.0014933932161242535,-0.10061041779707001,0.3293910707444689
3,relu2_2,0.001521185517986105,-0.09674443841562672,0.3484073825512604
3,relu2_2,0.0015494950393146315,-0.09632392837764517,0.3505164220065315
3,relu2_2,0.0015783314056521166,-0.09622897449810094,0.35099375687557444
3,relu2_2,0.0016077044216738221,-0.09622897449810094,0.35099375687557444
3,relu2_2,0.001637624074521689,-0.09621540965816605,0.35106198064901634
3,relu2_2,0.0016681005372000592,-0.09667661421595226,0.3487470124082476
3,relu2_2,0.001699144172034626,-0.09678513293543138,0.3482037039466438
3,relu2_2,0.001730765534195724,-0.09599837221920783,0.35215468546917256
3,relu2_2,0.0017629753752872038,-0.09800596852957137,0.34212800283717887
3,relu2_2,0.0017957846470020968,-0.09610689093868695,0.3516080685017467
3,relu2_2,0.0018292045048462937,-0.0955507325013565,0.35441507125797544
3,relu2_2,0.0018632463119315598,-0.09451980466630495,0.3596550065876717
3,relu2_2,0.0018979216428390996,-0.12125610417797072,0.239256385802736
3,relu2_2,0.0019332422875550433,-0.12784861638632666,0.2144773681634179
3,relu2_2,0.0019692202554791737,-0.12847259902333155,0.21223005762991126
3,relu2_2,0.002005867779508234,-0.13091427021161153,0.20359722407990452
3,relu2_2,0.0020431973201952705,-0.1348209441128595,0.19031281392331373
3,relu2_2,0.002081221569986337,-0.13171459576776998,0.20082307859677315
3,relu2_2,0.002119953457536069,-0.13159251220835597,0.20124448993725627
3,relu2_2,0.0021594061521035676,-0.13114487249050463,0.20279509426307546
3,relu2_2,0.0021995930680300748,-0.13218936516549107,0.19919028002886685
3,relu2_2,0.0022405278693000182,-0.1314161692892024,0.20185431511220023
3,relu2_2,0.002282224474186896,-0.1329896907216495,0.19645949416422342
3,relu2_2,0.0023246970599856455,-0.13315246880086817,0.19590739812870037
3,relu2_2,0.0023679600678330787,-0.13189093868692353,0.20021549244199208
3,relu2_2,0.002412028207618007,-0.13140260444926752,0.20190127958692203
3,relu2_2,0.00245691646298279,-0.12935431361909933,0.20908312387023056
3,relu2_2,0.0025026400964179166,-0.128174172544764,0.21330276106942822
3,relu2_2,0.0025492146544514203,-0.1258952794357027,0.2216214203395121
3,relu2_2,0.0025966559729348722,-0.12437601736299514,0.22729270184727446
3,relu2_2,0.00264498018242772,-0.12243624525230605,0.23468062255729574
3,relu2_2,0.0026942037136818823,-0.1210526315789474,0.24005152556659032
3,relu2_2,0.0027443433032283623,-0.1205507325013565,0.24202069982455715
3,relu2_2,0.002795415999067859,-0.12049647314161695,0.24223425137489762
3,relu2_2,0.0028474391664672478,-0.11969614758545852,0.24539929172114266
3,relu2_2,0.0029004304938639917,-0.11720021703743898,0.2554527442475439
3,relu2_2,0.00295440799888038,-0.11526044492674989,0.2634579979621125
3,relu2_2,0.003009390034449718,-0.11140803038524148,0.27985707632859835
3,relu2_2,0.00306539529505653,-0.1117335865436788,0.2784454077552459
3,relu2_2,0.0031224428230928578,-0.11067552902875748,0.2830508018675963
3,relu2_2,0.00318055201533292,-0.11079761258817149,0.28251683375638637
3,relu2_2,0.0032397426295281955,-0.10883071079761261,0.291201550907765
3,relu2_2,0.003300034791125282,-0.10860725924933332,0.29219923899131706
3,relu2_2,0.0033614490001087688,-0.10687737384698863,0.2999993819776605
3,relu2_2,0.003424006137971426,-0.10556230034358607,0.3060196820862114
3,relu2_2,0.0034877274748141775,-0.10421937208169774,0.3122482619134495
3,relu2_2,0.0035526346765781393,-0.10356825534866097,0.3152975570890361
3,relu2_2,0.003618749812411277,-0.10293888239140683,0.3182632551653491
3,relu2_2,0.0036860953621721615,-0.10318270455065368,0.3171122026278133
3,relu2_2,0.003754694224073337,-0.10258584147299263,0.319934681541427
3,relu2_2,0.0038245697224669993,-0.10268079696262052,0.3194845728101723
3,relu2_2,0.0038957456157755013,-0.10190793357915845,0.323159954342005
3,relu2_2,0.003968246104569478,-0.10123242433391792,0.3263944856969601
3,relu2_2,0.00404209583979631,-0.10720378241860891,0.29851723019422477
