layer,layer_name,gamma,spearman_rho,pval
0,relu1_1,4.2133217438472886e-09,-0.2105502472633441,0.03948639300380006
0,relu1_1,4.291732378422149e-09,-0.213127551945253,0.037080330807752
0,relu1_1,4.371602248248502e-09,-0.2191958374410817,0.03189647086910022
0,relu1_1,4.45295850994266e-09,-0.21471047028546456,0.03566439274344392
0,relu1_1,4.5358288255101815e-09,-0.21583905920377028,0.034682805745791405
0,relu1_1,4.620241371751313e-09,-0.20981863353436409,0.04019268984713571
0,relu1_1,4.706224849841272e-09,-0.2109119055361625,0.0391410966544888
0,relu1_1,4.793808495089107e-09,-0.21079482867948815,0.03925259954746414
0,relu1_1,4.883022086877885e-09,-0.21900979572196982,0.03204579579840127
0,relu1_1,4.9738959587900574e-09,-0.21535080556029812,0.03510464051234259
0,relu1_1,5.066461008921269e-09,-0.2065072922568106,0.04352260191898111
0,relu1_1,5.1607487103859185e-09,-0.2109690673126326,0.03908675254615743
0,relu1_1,5.256791122018419e-09,-0.2130290734010341,0.03716995533658956
0,relu1_1,5.354620899273613e-09,-0.21245217868935865,0.03769863511982286
0,relu1_1,5.454271305329825e-09,-0.21315307002678466,0.03705713656407402
0,relu1_1,5.555776222398878e-09,-0.20810566340503436,0.04188770354471002
0,relu1_1,5.659170163246254e-09,-0.20954054607205175,0.04046390512305942
0,relu1_1,5.7644882829258735e-09,-0.2144805074915848,0.035867235448957216
0,relu1_1,5.8717663907332614e-09,-0.21086977401783935,0.03918119179228668
0,relu1_1,5.981040962380932e-09,-0.2131386087747648,0.03707027939029553
0,relu1_1,6.092349152400712e-09,-0.21071018122817603,0.03933338217314878
0,relu1_1,6.205728806776513e-09,-0.21896854774782087,0.032078982886020915
0,relu1_1,6.321218475812448e-09,-0.21218196489098212,0.037948421632095504
0,relu1_1,6.4388574272404256e-09,-0.21021713832293995,0.03980667890301074
0,relu1_1,6.558685659571422e-09,-0.21346203575158718,0.03677727040868074
0,relu1_1,6.680743915695615e-09,-0.2115241792884851,0.03856227537779207
