metric_label,backbone,layer_name,gamma_str,group_idx,mos_r_mean,mos_r_min,mos_r_max,mmd_score
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,1,10.383351573636363,10.383351573636363,10.383351573636363,0.34166843843460093
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,2,11.237612673636363,11.237612673636363,11.237612673636363,0.7001355404853821
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,3,12.873956289545454,12.873956289545454,12.873956289545454,0.49001560640335073
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,4,13.852077771363637,13.852077771363637,13.852077771363637,0.3327282528877258
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,5,14.772021149545454,14.772021149545454,14.772021149545454,0.32460923433303823
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,6,15.774696462272727,15.774696462272727,15.774696462272727,0.8594489560127259
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,7,16.11136225,16.11136225,16.11136225,0.44097837495803827
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,8,16.718538883636366,16.718538883636366,16.718538883636366,0.4275273251533509
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,9,16.83383592,16.83383592,16.83383592,0.34912888765335093
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,10,16.977602550909094,16.977602550909094,16.977602550909094,0.3716132626533508
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,11,17.128398308636363,17.128398308636363,17.128398308636363,0.2710102353096009
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,12,17.49981897681818,17.49981897681818,17.49981897681818,0.27637962007522576
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,13,18.01987185318182,18.01987185318182,18.01987185318182,0.3228199276924133
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,14,18.22368484818182,18.22368484818182,18.22368484818182,0.7819152035713196
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,15,18.40435578590909,18.40435578590909,18.40435578590909,0.3395750546455383
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,16,18.964998386363636,18.964998386363636,18.964998386363636,0.34274448823928827
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,17,19.531784013636365,19.531784013636365,19.531784013636365,0.2311369442939759
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,18,21.457911477272727,21.457911477272727,21.457911477272727,0.3596403622627258
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,19,22.164942098181818,22.164942098181818,22.164942098181818,0.22351340913772577
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,20,22.207954510454545,22.207954510454545,22.207954510454545,0.7982222714424133
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,21,22.336504287727273,22.336504287727273,22.336504287727273,0.4362963681221008
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,22,22.775860404545455,22.775860404545455,22.775860404545455,0.28103733491897587
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,23,23.03693973772727,23.03693973772727,23.03693973772727,0.2483199276924133
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,24,23.073138160909092,23.073138160909092,23.073138160909092,0.3407468075752258
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,25,23.859046570909094,23.859046570909094,23.859046570909094,0.6224285702705383
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,26,24.108436355454547,24.108436355454547,24.108436355454547,0.28178562593460077
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,27,24.136628927727273,24.136628927727273,24.136628927727273,0.2313576474189758
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,28,24.706419758636365,24.706419758636365,24.706419758636365,0.4885064511299133
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,29,25.160939161363636,25.160939161363636,25.160939161363636,0.30712595796585074
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,30,25.272293834545454,25.272293834545454,25.272293834545454,0.33052976655960076
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,31,25.739496508636364,25.739496508636364,25.739496508636364,0.5744031796455383
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,32,26.08368123090909,26.08368123090909,26.08368123090909,0.7708469052314758
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,33,26.26193154681818,26.26193154681818,26.26193154681818,0.33105662202835084
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,34,26.29922768272727,26.29922768272727,26.29922768272727,0.3541935849189759
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,35,26.647243233181822,26.647243233181822,26.647243233181822,0.552276165485382
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,36,26.80277036,26.80277036,26.80277036,0.3413731503486632
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,37,27.710613355454544,27.710613355454544,27.710613355454544,0.8213197445869446
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,38,27.723830698181818,27.723830698181818,27.723830698181818,0.7108008847236633
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,39,27.94224735681818,27.94224735681818,27.94224735681818,0.20869895601272592
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,40,28.008295531363636,28.008295531363636,28.008295531363636,0.5526823544502257
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,41,28.427649107272728,28.427649107272728,28.427649107272728,0.31562388277053843
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,42,28.610673086363636,28.610673086363636,28.610673086363636,0.38913865327835073
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,43,28.864666542727274,28.864666542727274,28.864666542727274,0.38072471284866327
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,44,28.872480873181818,28.872480873181818,28.872480873181818,0.2324023251533509
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,45,29.867093540909092,29.867093540909092,29.867093540909092,1.0024041562080384
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,46,30.946254809545454,30.946254809545454,30.946254809545454,0.3685412411689759
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,47,31.113843444545456,31.113843444545456,31.113843444545456,0.35838584566116327
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,48,31.75240744409091,31.75240744409091,31.75240744409091,0.3579664120674133
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,49,31.962474827272725,31.962474827272725,31.962474827272725,0.36138950777053824
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,50,32.10326235227273,32.10326235227273,32.10326235227273,0.34281675386428834
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,51,32.57260997909091,32.57260997909091,32.57260997909091,0.4378443417549134
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,52,33.29309288772727,33.29309288772727,33.29309288772727,0.3573063778877259
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,53,33.63066458409091,33.63066458409091,33.63066458409091,0.31112424898147584
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,54,33.94931614045454,33.94931614045454,33.94931614045454,0.2699557919502258
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,55,34.254768114545456,34.254768114545456,34.254768114545456,0.7718730282783508
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,56,35.01583384090909,35.01583384090909,35.01583384090909,0.23871751070022573
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,57,35.61844186090909,35.61844186090909,35.61844186090909,0.43966868257522584
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,58,36.50372615909091,36.50372615909091,36.50372615909091,0.4280250058174133
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,59,36.74721518909091,36.74721518909091,36.74721518909091,0.45739793062210077
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,60,37.183868766818186,37.183868766818186,37.183868766818186,0.2477787899971009
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,61,37.586910895,37.586910895,37.586910895,0.27515671968460076
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,62,37.90925234181818,37.90925234181818,37.90925234181818,0.4563387265205383
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,63,39.159607152727276,39.159607152727276,39.159607152727276,0.5519524960517883
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,64,39.16116855045455,39.16116855045455,39.16116855045455,0.44578489351272577
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,65,39.50363207727273,39.50363207727273,39.50363207727273,0.30084641695022585
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,66,39.72578294681818,39.72578294681818,39.72578294681818,0.6365310482978821
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,67,40.10658689318182,40.10658689318182,40.10658689318182,0.2787641415596007
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,68,40.511631334545456,40.511631334545456,40.511631334545456,0.24842380952835086
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,69,41.22542756590909,41.22542756590909,41.22542756590909,0.5139030575752259
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,70,41.450596035,41.450596035,41.450596035,0.30114622163772586
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,71,41.606778884545456,41.606778884545456,41.606778884545456,0.37451755952835075
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,72,41.74143011090909,41.74143011090909,41.74143011090909,0.2964838681221009
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,73,42.27668356454546,42.27668356454546,42.27668356454546,0.23587949800491326
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,74,42.349748590454546,42.349748590454546,42.349748590454546,0.20495408296585094
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,75,42.93479045136364,42.93479045136364,42.93479045136364,0.45395640230178835
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,76,42.999259720454546,42.999259720454546,42.999259720454546,0.20546274995803837
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,77,43.14833512181818,43.14833512181818,43.14833512181818,0.4526177792549133
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,78,43.849900354999995,43.849900354999995,43.849900354999995,0.3318095517158508
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,79,44.24228326,44.24228326,44.24228326,0.3685989804267884
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,80,44.68483293727273,44.68483293727273,44.68483293727273,0.8167214169502258
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,81,45.014271393181815,45.014271393181815,45.014271393181815,0.24888035249710083
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,82,45.044897863636365,45.044897863636365,45.044897863636365,0.628316692829132
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,83,45.242849799999995,45.242849799999995,45.242849799999995,0.2667260556221007
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,84,45.34376912590909,45.34376912590909,45.34376912590909,0.41968516206741335
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,85,45.44974382363636,45.44974382363636,45.44974382363636,0.4728908505439757
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,86,45.87703164136364,45.87703164136364,45.87703164136364,0.31356199312210076
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,87,46.05975058136364,46.05975058136364,46.05975058136364,0.40044968843460094
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,88,46.3385215,46.3385215,46.3385215,0.6607369809150696
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,89,46.461104443636366,46.461104443636366,46.461104443636366,0.2389651913642883
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,90,46.55172569545454,46.55172569545454,46.55172569545454,0.30378440523147576
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,91,46.63784059272727,46.63784059272727,46.63784059272727,0.18496043062210088
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,92,46.92503363227272,46.92503363227272,46.92503363227272,0.2818864560127259
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,93,46.98420985,46.98420985,46.98420985,0.44948618745803826
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,94,47.05894020545455,47.05894020545455,47.05894020545455,0.2628925595283509
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,95,47.18393024863636,47.18393024863636,47.18393024863636,0.6373682065010071
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,96,47.45620903181818,47.45620903181818,47.45620903181818,0.18434336519241334
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,97,47.57944400681818,47.57944400681818,47.57944400681818,0.25964341402053837
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,98,47.68605184090909,47.68605184090909,47.68605184090909,0.5273146786689757
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,99,47.85413733318182,47.85413733318182,47.85413733318182,0.34852903413772585
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,100,47.997159330454544,47.997159330454544,47.997159330454544,0.6412808651924133
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,101,48.745656067727275,48.745656067727275,48.745656067727275,0.5736936459541321
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,102,48.974869975454546,48.974869975454546,48.974869975454546,0.5050148739814759
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,103,49.269933079999994,49.269933079999994,49.269933079999994,0.5068906064033509
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,104,49.50143869090909,49.50143869090909,49.50143869090909,0.20449753999710074
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,105,50.02686477227273,50.02686477227273,50.02686477227273,0.5495278134346009
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,106,50.24467801363637,50.24467801363637,50.24467801363637,0.3031945614814757
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,107,50.26601576545454,50.26601576545454,50.26601576545454,0.2505602841377259
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,108,50.287720933636365,50.287720933636365,50.287720933636365,0.4995074276924134
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,109,50.397065763181814,50.397065763181814,50.397065763181814,0.3578240780830384
MMDpt_nostd_sd_vae_l9_median,sd_vae,sd_vae_l9,median,110,50.44004938636363,50.44004938636363,50.44004938636363,0.4865961728096009
