label,gamma_tag,gamma_val,n_groups,spearman_rho,neg_rho,p_spearman,pearson_r,p_pearson
DINOv2_vitb14_L5_median,median,9.2709e-07,24,-0.7052173913043478,0.7052173913043478,0.0001187897466534449,-0.5674009391664864,0.003831874347853425
DINOv2_vitb14_L5_10x_median,10x_median,9.2709e-06,24,-0.7295652173913043,0.7295652173913043,5.223689984061558e-05,-0.6783504040064136,0.00026915993166054617
DINOv2_vitb14_L5_50x_median,50x_median,4.6355e-05,24,-0.20608695652173914,0.20608695652173914,0.3339723271430129,0.12453549155420249,0.562054692431041
